handle,Tweet,Retweet,Reply,Total,#tweets,#followers,#friends,Joining Date,n-cubit related %age
navi28972351,1,0,0,1,1,0,0,Sun May 14 13:23:23 2017,1.0
navi4712,1,0,0,1,1,1,0,Sun May 14 00:35:39 2017,1.0
navinku73535689,1,0,0,1,1,0,0,Sun May 14 06:33:23 2017,1.0
nayajee,1,0,0,1,1,0,0,Mon May 15 06:47:39 2017,1.0
nayanseth88,1,0,0,1,1,0,20,Sun May 14 02:21:15 2017,1.0
ncbhandari,1,0,0,1,1,6,20,Wed May 10 12:11:14 2017,1.0
nchandsrivastav,1,0,0,1,4,1,1,Fri May 12 12:14:18 2017,0.25
neelam21146109,1,0,0,1,1,0,0,Sun May 14 02:50:41 2017,1.0
neelam_1955,1,0,0,1,5,0,0,Sun May 14 06:03:06 2017,0.2
neelam_juneja,1,1,0,2,2,0,0,Sun May 14 01:05:32 2017,1.0
neelamd37575492,1,0,0,1,1,1,0,Sun May 14 03:40:41 2017,1.0
neelamdhawan500,1,0,0,1,1,1,0,Sun May 14 03:10:27 2017,1.0
neelamgupta3b1,1,0,0,1,1,1,1,Sat May 13 11:52:38 2017,1.0
neelamhsp,1,0,0,1,2,0,0,Sun May 14 00:31:29 2017,0.5
neelima47003285,1,0,0,1,1,2,0,Sun May 14 01:34:43 2017,1.0
neelsrivast,1,0,0,1,7,0,1,Sun May 14 08:41:37 2017,0.142857142857
neena_dr,1,0,0,1,1,1,0,Sun May 14 00:25:00 2017,1.0
neenasharma1210,0,1,0,1,16,4,7,Sun May 14 11:13:07 2017,0.0625
neera_dhiman,1,0,0,1,1,0,38,Sun May 14 06:16:58 2017,1.0
neeraarora5,1,0,0,1,2,0,1,Sun May 14 01:03:23 2017,0.5
neeraj_rathore1,1,0,0,1,1,0,0,Sun May 14 03:45:34 2017,1.0
neeraj_santosh,0,1,0,1,6,0,21,Sun May 14 12:18:19 2017,0.166666666667
neeraj_shashi,1,0,0,1,1,0,1,Sun May 14 00:35:26 2017,1.0
neeraja1982,1,0,0,1,1,0,0,Sun May 14 00:52:15 2017,1.0
neerajrani8,1,0,0,1,1,0,0,Sun May 14 05:41:52 2017,1.0
neeravsinghrs,1,0,0,1,1,3,0,Wed May 10 12:57:26 2017,1.0
neerja_143,1,1,0,2,25,24,34,Fri Jan 22 00:30:08 2010,0.08
neeru_juneja,1,0,0,1,1,0,1,Sun May 14 04:46:45 2017,1.0
neerusaini1958,1,1,0,2,15,1,1,Sun May 14 03:27:57 2017,0.133333333333
neetabhatia_1,1,1,0,2,2,0,0,Wed May 10 10:17:21 2017,1.0
neeti18,1,0,0,1,19,97,109,Thu Jan 21 10:32:28 2010,0.0526315789474
neetu_devi,1,0,0,1,1,0,0,Sun May 14 05:19:37 2017,1.0
neha24365,1,1,0,2,3,3,2,Sun May 14 09:38:29 2017,0.666666666667
nehachauhanrs,0,1,0,1,14,6,10,Sun May 28 07:12:10 2017,0.0714285714286
nehadeshpande21,0,1,0,1,17,1,1,Wed May 17 13:53:28 2017,0.0588235294118
nehaggarwal20,1,0,0,1,1,0,0,Sun May 14 04:24:33 2017,1.0
nehameh65704345,1,0,0,1,4,0,0,Tue May 09 15:14:45 2017,0.25
ngsatsangi,1,0,0,1,5,10,5,Sun May 14 00:44:24 2017,0.2
ngurucharandas1,1,0,0,1,1,2,0,Sun May 14 00:38:50 2017,1.0
niceandkool,1,0,0,1,23,73,37,Tue Jun 09 07:53:10 2009,0.0434782608696
nidhiS2017,1,0,0,1,1,0,0,Wed May 10 12:44:33 2017,1.0
nidhiguptars,1,0,0,1,2,4,33,Fri May 12 08:37:21 2017,0.5
nidhikataria94,1,0,0,1,1,0,21,Sun May 14 00:46:20 2017,1.0
nidhinarula7,1,0,0,1,4,0,20,Sun May 14 09:27:18 2017,0.25
nidhisharmadb,1,0,0,1,3,8,8,Sun May 14 01:27:58 2017,0.333333333333
niehaal_singal,2,0,0,2,2,0,24,Wed May 10 07:59:34 2017,1.0
nigam_ashwini,0,0,1,1,1,1,1,Sun May 14 04:50:12 2017,1.0
nigamrama47,1,0,0,1,1,0,0,Fri May 12 21:38:40 2017,1.0
nihali_valluri,0,1,0,1,1,1,2,Sun May 14 17:40:20 2017,1.0
niharikasuram,1,0,0,1,1,0,96,Sat May 13 02:49:05 2017,1.0
niharsinghal0,11,0,34,45,65,6,161,Thu May 11 02:39:24 2017,0.692307692308
nikhil5152,1,0,0,1,2,14,136,Sun May 14 07:32:16 2017,0.5
nikhil__mehta,1,0,0,1,124,24,250,Fri Sep 11 20:42:23 2009,0.00806451612903
nikhilkapoor18,1,1,0,2,55,111,907,Sat Mar 13 05:46:06 2010,0.0363636363636
nilamtaneja1234,1,0,0,1,4,0,22,Fri May 12 16:34:42 2017,0.25
nilesh7566,1,0,0,1,2,2,88,Wed Dec 07 16:53:00 2016,0.5
nileshsinha25,1,0,0,1,11,211,106,Sun Apr 28 17:19:31 2013,0.0909090909091
niranjan092042,1,0,0,1,19,175,317,Mon Jan 04 15:58:39 2016,0.0526315789474
nirat_mahajan,1,1,0,2,2,1,20,Sun May 14 17:43:23 2017,1.0
nirat_satsangi,1,0,0,1,1,5,17,Sat May 13 09:30:26 2017,1.0
niratkanwal,0,0,1,1,2,3,5,Fri May 12 15:35:41 2017,0.5
niratkavia,0,1,0,1,17,7,5,Sat May 13 15:44:17 2017,0.0588235294118
niratray,0,1,0,1,37,10,15,Wed Nov 25 10:31:59 2015,0.027027027027
nirbhai_marwaha,1,0,0,1,4,1,20,Fri May 12 15:15:37 2017,0.25
nirmal76185,1,0,0,1,1,2,1,Sat May 13 16:42:07 2017,1.0
nirmala61893649,1,0,0,1,1,0,0,Sun May 14 14:51:10 2017,1.0
nirmala71113857,1,0,0,1,1,0,0,Sun May 14 06:20:16 2017,1.0
nirmala_suchdev,1,0,0,1,1,0,0,Sun May 14 04:43:51 2017,1.0
nirmala_tanwar,1,0,0,1,2,3,0,Sun May 14 04:29:32 2017,0.5
nirmalaa33,1,0,0,1,2,0,0,Fri May 12 02:06:31 2017,0.5
nirmalbatra12,0,1,0,1,19,0,2,Wed May 17 15:38:20 2017,0.0526315789474
nirmalkumari13,1,0,0,1,1,0,0,Sun May 14 04:33:31 2017,1.0
nirmalmalik02,1,0,0,1,1,0,0,Sun May 14 04:20:39 2017,1.0
nirmalmukker,1,0,0,1,1,0,0,Sun May 14 07:11:27 2017,1.0
nirmals36585305,1,0,0,1,2,1,20,Sun May 14 12:39:05 2017,0.5
nirnaylamba7111,1,0,0,1,4,0,21,Thu May 11 08:17:28 2017,0.25
nischaylamba712,1,0,0,1,4,2,21,Thu May 11 08:19:25 2017,0.25
nishade01473483,1,0,0,1,1,0,0,Sun May 14 05:47:41 2017,1.0
nishasharma055,1,0,0,1,1,3,50,Sun May 14 06:03:19 2017,1.0
nishchay_sharan,1,0,0,1,1,1,0,Sun May 14 00:38:58 2017,1.0
nishu01914614,1,0,0,1,1,0,0,Sun May 14 12:44:49 2017,1.0
nitesh20171,1,0,0,1,1,0,2,Sun May 14 04:07:11 2017,1.0
nitesh_0112,1,0,0,1,1,3,5,Fri May 12 16:17:00 2017,1.0
niteshkumarrs81,1,0,0,1,4,0,22,Sat May 13 19:53:55 2017,0.25
niteshsiri,1,0,0,1,1,0,0,Sun May 14 10:10:46 2017,1.0
nitika577,1,0,0,1,1,0,0,Sun May 14 06:09:44 2017,1.0
nitin_cad,1,0,0,1,1,4,1,Fri May 12 15:12:31 2017,1.0
niting876,0,1,0,1,18,1,1,Sun May 14 00:26:23 2017,0.0555555555556
nitukumari0302,1,0,0,1,1,2,0,Sun May 14 01:33:57 2017,1.0
nitya4you,1,0,0,1,59,55,65,Sat Apr 02 18:38:07 2011,0.0169491525424
nivedit97200422,1,0,0,1,1,0,0,Sun May 14 04:43:37 2017,1.0
nkMehra7,1,0,0,1,1,0,0,Sun May 14 07:31:23 2017,1.0
nkncil,1,0,0,1,1,0,0,Mon May 15 11:28:32 2017,1.0
nkshah72,3,0,0,3,12,3,1,Fri May 12 10:32:20 2017,0.25
nndmshr,0,1,0,1,1,0,1,Sun May 14 00:43:50 2017,1.0
noorkulshrestha,1,1,0,2,3,0,4,Sun May 14 06:33:28 2017,0.666666666667
nrainmathur,1,0,0,1,1,0,19,Sat May 13 23:28:50 2017,1.0
ns588666,1,0,0,1,2,2,3,Sun May 14 01:04:05 2017,0.5
nsatsangi19,1,0,0,1,4,0,1,Fri May 12 16:36:18 2017,0.25
nsmlakshmi,1,0,0,1,1,0,0,Sat May 13 13:32:35 2017,1.0
nuliannapurna,1,0,0,1,1,0,0,Sat May 13 13:28:35 2017,1.0
nvasanta5,1,0,0,1,1,0,0,Fri May 12 04:06:45 2017,1.0
nvr_murthy,0,2,0,2,70,261,433,Sat Jun 21 02:48:15 2014,0.0285714285714
oasis_manual,1,0,0,1,1,1,20,Sun May 14 05:06:20 2017,1.0
oberoishikhar1,1,0,0,1,2,24,110,Mon Dec 14 00:57:46 2015,0.5
oberoishikhar84,2,0,0,2,2,0,30,Fri May 12 20:43:17 2017,1.0
officialdilbagh,1,0,0,1,1,6,92,Sat May 13 14:06:36 2017,1.0
ojasvi11oct,1,0,0,1,1,0,2,Sat May 13 16:39:12 2017,1.0
omadevidrnn,1,0,0,1,1,0,40,Thu May 11 13:59:17 2017,1.0
omnarayanydv,1,0,0,1,2,0,0,Mon May 15 05:59:07 2017,0.5
omprakasha4,1,0,0,1,2,1,20,Wed May 10 13:27:32 2017,0.5
omprakashsawar5,1,0,0,1,1,6,7,Sun May 14 14:19:33 2017,1.0
omvatibgh062,1,0,0,1,1,1,1,Sun May 14 03:13:20 2017,1.0
onkar_sawarkar,1,0,0,1,1,0,0,Sat May 13 00:53:13 2017,1.0
opsolanki1068,1,0,0,1,1,1,9,Fri May 12 05:26:32 2017,1.0
oremkay,1,0,0,1,14,46,204,Fri Nov 06 07:58:48 2015,0.0714285714286
osho_bhasin,1,2,0,3,42,52,42,Wed Sep 16 09:20:31 2009,0.0714285714286
p_premsudha,1,0,0,1,1,1,1,Sun May 14 02:02:31 2017,1.0
p_santhiswaroop,1,0,0,1,1,5,1,Sat May 13 16:11:39 2017,1.0
p_satyavathi,1,1,0,2,2,0,1,Sun May 14 13:41:01 2017,1.0
p_soami,1,0,0,1,3,0,1,Wed May 10 12:42:10 2017,0.333333333333
paavani_gupta,1,0,0,1,1,1,2,Sun May 14 00:43:14 2017,1.0
padam_jaspreet,1,0,0,1,61,46,44,Tue Apr 14 08:15:38 2015,0.016393442623
padhmalatha,1,0,0,1,1,0,0,Sun May 14 03:41:24 2017,1.0
padlakha1993,1,0,0,1,1483,140,74,Sun Dec 29 16:31:46 2013,0.000674308833446
padma9491,1,0,0,1,1,1,1,Sun May 14 12:43:11 2017,1.0
padmaja_vani,1,0,0,1,1,1,0,Sun May 14 01:40:30 2017,1.0
padmakpkr,0,1,0,1,19,0,74,Thu May 11 13:50:07 2017,0.0526315789474
padmala33348351,1,0,0,1,1,0,3,Sun May 14 01:38:04 2017,1.0
padmamarni,0,1,0,1,1,2,0,Fri May 12 14:11:09 2017,1.0
padmavathi2017m,1,0,0,1,1,1,0,Sat May 13 06:38:14 2017,1.0
padmavathikdp,1,1,0,2,6,0,1,Sun May 14 13:31:28 2017,0.333333333333
padmavathiv1234,1,0,0,1,1,0,1,Sat May 13 14:52:07 2017,1.0
pagal_pr,2,3,0,5,6,0,0,Sun May 14 05:33:00 2017,0.833333333333
palgp11,1,0,0,1,4,0,1,Fri May 12 13:33:22 2017,0.25
pallavirs93,1,1,0,2,135,29,76,Wed Feb 17 10:00:32 2010,0.0148148148148
pallavisingh247,1,0,0,1,1,0,20,Sun May 14 04:51:53 2017,1.0
pallawi38126277,1,0,0,1,1,0,0,Sun May 14 07:16:01 2017,1.0
palneha65,1,0,0,1,4,0,1,Mon May 15 06:03:19 2017,0.25
palokshrivasta1,1,0,0,1,5,0,1,Fri May 12 04:14:14 2017,0.2
palravinder4,1,0,0,1,1,2,2,Sun May 14 03:29:46 2017,1.0
palsaroj10,1,0,0,1,4,0,1,Fri May 12 14:04:42 2017,0.25
paltunyadav,1,1,0,2,17,1,21,Sun May 14 02:38:38 2017,0.117647058824
palvind15132440,1,0,0,1,1,1,0,Fri May 12 12:34:04 2017,1.0
panditasha808,1,0,0,1,1,2,21,Sat May 13 14:09:54 2017,1.0
panjupalia,1,0,0,1,1,0,21,Sun May 14 02:51:20 2017,1.0
pankaj_rs,0,1,2,3,725,12,63,Sat Dec 22 23:20:39 2012,0.00413793103448
pankaj_zsenergy,1,0,0,1,26,45,69,Sun Sep 14 12:09:11 2014,0.0384615384615
pankajk54104341,1,0,0,1,1,0,0,Sun May 14 03:04:11 2017,1.0
pankajswaroop,0,1,0,1,72,64,47,Mon Jan 04 04:58:34 2010,0.0138888888889
pankhurib16,1,5,0,6,36,0,1,Sat May 13 20:20:53 2017,0.166666666667
panku2002,1,0,0,1,1,2,20,Sun May 14 05:21:41 2017,1.0
panna90831807,1,0,0,1,1,0,0,Sun May 14 13:33:30 2017,1.0
param10771727,0,1,0,1,3,1,1,Sun May 14 02:16:48 2017,0.333333333333
parameshwaranrs,1,0,0,1,1,0,0,Sun May 14 05:34:32 2017,1.0
paramsaurabh,0,1,0,1,19,47,27,Fri Dec 26 08:02:05 2014,0.0526315789474
paramsett,1,1,0,2,2,0,0,Sun May 14 11:53:39 2017,1.0
paramtaekwondo,0,1,0,1,4,8,171,Sun May 14 04:49:42 2017,0.25
paras7688,1,0,0,1,4,10,6,Fri Apr 23 10:28:30 2010,0.25
paratutkimus,7,0,0,7,749,359,678,Tue Dec 02 07:57:09 2014,0.00934579439252
parijat_nirat,1,0,0,1,6,3,1,Fri May 12 17:10:29 2017,0.166666666667
parima001rs,1,1,0,2,14,8,3,Sat May 13 12:33:25 2017,0.142857142857
parkash_param,2,5,0,7,42,7,5,Sat May 13 03:37:32 2017,0.166666666667
parmeshwarim62,1,1,0,2,17,12,8,Fri May 12 18:07:54 2017,0.117647058824
parmila_r_singh,0,1,0,1,17,1,17,Sun May 14 14:46:32 2017,0.0588235294118
parmjit2017,1,0,0,1,1,0,9,Sun May 14 03:13:23 2017,1.0
parth_rait,1,0,0,1,1,0,58,Sun May 14 05:08:30 2017,1.0
parul29821801,1,0,0,1,1,0,0,Sun May 14 14:07:15 2017,1.0
parul_1978,0,1,0,1,12,1,4,Mon May 08 06:05:45 2017,0.0833333333333
parul_verma20,2,0,0,2,2,0,2,Tue May 09 04:05:37 2017,1.0
parulver,1,0,0,1,1,1,2,Sun May 14 03:35:13 2017,1.0
parvati13devi,1,0,0,1,1,0,0,Sun May 14 06:09:48 2017,1.0
parvatidevirkl,1,0,0,1,1,0,2,Sun May 14 17:45:49 2017,1.0
parveen05152890,1,0,0,1,1,0,1,Sun May 14 04:41:04 2017,1.0
parveenarad,1,0,0,1,1,3,22,Fri May 12 16:26:38 2017,1.0
parveenkumari74,1,0,0,1,1,0,0,Sun May 14 02:47:27 2017,1.0
parveenvermabgz,1,0,0,1,7,0,21,Tue Feb 14 15:40:22 2012,0.142857142857
parvins26559815,1,0,0,1,2,39,96,Sun May 14 04:26:49 2017,0.5
patnalalakshmi,0,1,0,1,3,0,21,Sat May 13 15:59:56 2017,0.333333333333
patniashish20,1,0,0,1,11,22,19,Sun Jun 17 11:59:09 2012,0.0909090909091
paul_amla,1,0,0,1,4,0,1,Sat May 13 16:25:56 2017,0.25
pavtayaru,0,1,0,1,3,2,2,Fri May 19 11:57:37 2017,0.333333333333
pawanbheem1,1,0,0,1,1,5,1,Sun May 14 05:50:03 2017,1.0
pawankr01,0,1,0,1,381,78,289,Sun Jul 26 03:00:24 2009,0.00262467191601
pawar_ansh,0,1,0,1,17,2,22,Sun May 14 02:16:56 2017,0.0588235294118
payalpantpandey,1,0,0,1,2,3,9,Thu May 11 03:30:01 2017,0.5
payapnangia,0,1,0,1,10,1,0,Sun May 14 06:12:29 2017,0.1
pb6323,1,1,0,2,2,0,20,Sun May 14 07:18:12 2017,1.0
pbBalvinder,2,0,0,2,2,0,21,Sat May 13 15:49:53 2017,1.0
pbHardial,1,0,0,1,1,0,0,Sat May 13 15:34:38 2017,1.0
pbRashpal,1,0,0,1,1,0,0,Sat May 13 16:16:42 2017,1.0
pb_hartirath,1,0,0,1,1,0,21,Sun May 14 15:54:39 2017,1.0
pb_joginder,0,2,0,2,4,1,2,Sun May 14 01:37:26 2017,0.5
pb_lakhvir,1,0,0,1,1,0,21,Sun May 14 16:29:48 2017,1.0
pb_rajaram,1,0,0,1,1,1,0,Sun May 14 04:38:45 2017,1.0
pb_saxena,1,0,0,1,1,0,0,Sun May 14 06:25:03 2017,1.0
pb_suri,1,0,0,1,1,3,5,Sun May 14 07:29:18 2017,1.0
pbabdhulrazack,1,0,0,1,1,0,0,Sun May 14 08:07:59 2017,1.0
pbabhijeet18,1,0,0,1,1,0,20,Fri May 12 13:11:09 2017,1.0
pbamritpalkaur,1,0,0,1,1,0,1,Sat May 13 05:04:39 2017,1.0
pbanandsarup,1,0,0,1,1,4,20,Sat May 13 06:34:55 2017,1.0
pbanilsatsangi,1,0,0,1,1,0,2,Sun May 14 07:23:42 2017,1.0
pbashishnarad,1,0,0,1,1,3,1,Fri May 12 16:45:16 2017,1.0
pbbhupinder1,1,0,0,1,1,4,22,Fri May 12 16:34:46 2017,1.0
pbchaman,1,0,0,1,2,0,1,Sat May 13 13:45:17 2017,0.5
pbchetannarad,1,0,0,1,2,0,1,Sat May 13 13:33:27 2017,0.5
pbdharamsingh,1,0,0,1,1,0,1,Fri May 12 13:37:56 2017,1.0
pbdurgasingh,1,0,0,1,1,3,20,Sat May 13 07:26:41 2017,1.0
pbfatehsingh,1,0,0,1,1,1,20,Sat May 13 05:45:10 2017,1.0
pbgaindi1,1,0,0,1,1,3,1,Fri May 12 16:44:13 2017,1.0
pbgopikrishna,1,0,0,1,4,2,28,Tue May 09 15:56:27 2017,0.25
pbgurdeep1,1,0,0,1,1,4,1,Fri May 12 16:47:55 2017,1.0
pbgurmeetsingh1,1,0,0,1,1,0,1,Sat May 13 05:07:35 2017,1.0
pbgurmelsingh,1,0,0,1,1,0,0,Sat May 13 15:31:47 2017,1.0
pbgurpalsingh,1,0,0,1,1,0,0,Sat May 13 15:30:00 2017,1.0
pbgurswaroop,1,0,0,1,1,3,20,Fri May 12 13:58:59 2017,1.0
pbkamarchand,1,0,0,1,1,2,1,Fri May 12 16:30:04 2017,1.0
pbmadan,1,0,0,1,2,0,1,Sat May 13 13:05:54 2017,0.5
pbmadhavanaeo,1,0,0,1,1,0,0,Sun May 14 08:37:58 2017,1.0
pbmanoharlal,1,0,0,1,1,0,20,Fri May 12 09:52:14 2017,1.0
pbmukeshptk,0,1,0,1,1,0,1,Sun May 14 06:11:32 2017,1.0
pbnAmanpreet,1,0,0,1,1,0,0,Sat May 13 16:19:43 2017,1.0
pbnDaljitK,1,0,0,1,1,0,0,Sat May 13 17:08:08 2017,1.0
pbnDevkiDevi,1,0,0,1,1,7,91,Tue May 09 12:35:31 2017,1.0
pbnSunitaghai,2,0,0,2,2,12,101,Tue May 09 12:29:45 2017,1.0
pbnVeenaAr,1,0,0,1,1,0,0,Sat May 13 15:33:15 2017,1.0
pbn_naampyaari,1,0,0,1,1,0,0,Sun May 14 04:23:43 2017,1.0
pbn_rameshwari,0,1,0,1,17,0,23,Sun May 14 09:35:48 2017,0.0588235294118
pbnamarjeet,1,0,0,1,1,2,1,Sun May 14 17:21:58 2017,1.0
pbnamasivayam,1,0,0,1,1,0,0,Sun May 14 08:52:25 2017,1.0
pbnanita,1,0,0,1,1,1,1,Wed May 10 07:39:39 2017,1.0
pbnanupmathakur,1,0,0,1,1,0,20,Fri May 12 10:16:02 2017,1.0
pbnareshrana,1,0,0,1,2,3,62,Sat May 13 08:50:18 2017,0.5
pbnarminasarup,1,0,0,1,1,1,20,Sat May 13 06:45:01 2017,1.0
pbnarpatsingh,1,0,0,1,1,0,4,Sat May 13 11:09:38 2017,1.0
pbnbimladevi,1,0,0,1,1,0,20,Sat May 13 06:08:29 2017,1.0
pbncharansakhi,1,0,0,1,1,0,0,Sat May 13 08:02:06 2017,1.0
pbndipikamehta,1,0,0,1,1,1,20,Fri May 12 10:27:48 2017,1.0
pbngurpyari,1,0,0,1,1,0,1,Fri May 12 14:02:49 2017,1.0
pbnharwinder,1,0,0,1,1,0,20,Sat May 13 04:10:40 2017,1.0
pbnindu,1,0,0,1,1,3,21,Sat May 13 11:16:16 2017,1.0
pbnjeewanjyoti,1,0,0,1,1,0,20,Sat May 13 07:33:45 2017,1.0
pbnjjlalitha,1,0,0,1,1,1,0,Sun May 14 00:47:28 2017,1.0
pbnkamladevi,1,0,0,1,1,0,20,Sat May 13 06:04:12 2017,1.0
pbnkamlaverma,1,0,0,1,1,0,20,Fri May 12 12:13:13 2017,1.0
pbnkantadevi,1,0,0,1,0,0,0,Thu May 11 12:31:48 2017,inf
pbnkantadevi1,1,0,0,1,1,0,20,Sat May 13 06:50:56 2017,1.0
pbnkantajain,1,0,0,1,2,0,0,Sat May 13 08:29:48 2017,0.5
pbnkrishna,1,0,0,1,1,0,1,Wed May 10 07:43:07 2017,1.0
pbnkrishnaveni,1,0,0,1,1,0,0,Sun May 14 05:12:11 2017,1.0
pbnkulwantkaur,1,0,0,1,1,1,20,Thu May 11 13:39:23 2017,1.0
pbnkulwantkaur1,1,0,0,1,1,1,20,Sat May 13 05:34:25 2017,1.0
pbnkusum,1,0,0,1,1,0,1,Wed May 10 06:47:31 2017,1.0
pbnlalkanwar,1,0,0,1,1,0,4,Sat May 13 11:16:58 2017,1.0
pbnmahimathakur,1,0,0,1,1,0,20,Fri May 12 13:22:37 2017,1.0
pbnmanjugoyal,1,0,0,1,1,0,20,Sat May 13 07:08:39 2017,1.0
pbnmonikarana,1,0,0,1,2,0,0,Sat May 13 08:44:32 2017,0.5
pbnnirma,1,0,0,1,1,0,1,Wed May 10 07:02:18 2017,1.0
pbnparamjeet,1,0,0,1,1,1,20,Sat May 13 05:39:43 2017,1.0
pbnparmilasaini,1,0,0,1,1,0,0,Mon May 15 06:08:13 2017,1.0
pbnpoojaverma,1,0,0,1,1,0,20,Thu May 11 13:34:13 2017,1.0
pbnpoonam,1,0,0,1,1,1,20,Fri May 12 12:55:32 2017,1.0
pbnpreetipuri,1,0,0,1,0,0,0,Thu May 11 12:40:44 2017,inf
pbnprem,1,0,0,1,2,4,5,Wed May 10 06:54:04 2017,0.5
pbnpremgaur,1,0,0,1,1,0,1,Wed May 10 07:06:35 2017,1.0
pbnpushpa,1,0,0,1,2,4,9,Tue May 09 08:38:39 2017,0.5
pbnpushpasaini,1,0,0,1,1,1,20,Sun May 14 07:25:21 2017,1.0
pbnrajkumari1,1,0,0,1,1,0,0,Sat May 13 07:40:12 2017,1.0
pbnrakhi,1,0,0,1,1,2,20,Fri May 12 12:33:19 2017,1.0
pbnrani,1,0,0,1,15,2,3,Wed May 10 07:23:47 2017,0.0666666666667
pbnraniram,1,0,0,1,1,0,0,Sat May 13 09:56:55 2017,1.0
pbnrashpalkaur,1,0,0,1,1,1,0,Sat May 13 07:41:41 2017,1.0
pbnravinderkaur,1,0,0,1,1,0,0,Fri May 12 12:50:29 2017,1.0
pbnrenu,1,0,0,1,1,3,1,Fri May 12 16:52:44 2017,1.0
pbnrimpalmangla,1,0,0,1,1,0,20,Sat May 13 07:04:42 2017,1.0
pbnsatyadevi,1,0,0,1,1,1,20,Thu May 11 13:28:00 2017,1.0
pbnsavitridevi,1,0,0,1,0,0,0,Thu May 11 12:23:05 2017,inf
pbnselvibala,1,0,0,1,1,1,0,Tue May 16 08:31:29 2017,1.0
pbnshabnam,1,0,0,1,1,0,20,Fri May 12 12:59:39 2017,1.0
pbnsharda,1,0,0,1,1,0,1,Wed May 10 07:50:31 2017,1.0
pbnshobha,1,0,0,1,1,0,1,Wed May 10 06:59:09 2017,1.0
pbnsonia,1,0,0,1,1,3,1,Fri May 12 16:37:49 2017,1.0
pbnssodhi,2,0,0,2,3,0,1,Wed May 10 07:46:08 2017,0.666666666667
pbnsudeshthakur,1,0,0,1,1,4,20,Fri May 12 10:07:56 2017,1.0
pbnsuman,1,0,0,1,1,0,1,Wed May 10 07:36:08 2017,1.0
pbnsumanlata,1,0,0,1,1,0,21,Tue May 09 12:56:53 2017,1.0
pbnsunitabala,1,0,0,1,1,0,20,Sat May 13 07:51:02 2017,1.0
pbnsurjitkaur,1,0,0,1,1,0,0,Sat May 13 04:30:45 2017,1.0
pbntrymadhavan,1,0,0,1,1,1,0,Sun May 14 08:41:39 2017,1.0
pbnusha,1,0,0,1,1,0,1,Wed May 10 07:14:56 2017,1.0
pbnushasaini,1,0,0,1,1,0,0,Sun May 14 07:12:29 2017,1.0
pbnvaishali,1,0,0,1,1,0,3,Sun May 14 07:25:14 2017,1.0
pbomparkash,1,0,0,1,1,0,20,Fri May 12 12:07:07 2017,1.0
pbparveenverma,1,0,0,1,1,0,20,Thu May 11 12:56:40 2017,1.0
pbphoolsingh31,1,0,0,1,1,0,0,Mon May 15 13:44:32 2017,1.0
pbpurushotham,2,1,0,3,19,1,1,Sun May 14 16:24:58 2017,0.157894736842
pbpyaralal,1,0,0,1,1,0,20,Sun May 14 16:45:00 2017,1.0
pbrajeevkumar1,1,0,0,1,1,3,21,Sat May 13 08:24:11 2017,1.0
pbrajivkrgupta,1,0,0,1,1,2,1,Fri May 12 13:40:40 2017,1.0
pbrama2,1,0,0,1,1,3,1,Fri May 12 16:40:27 2017,1.0
pbrameahwardass,1,0,0,1,1,0,0,Sun May 14 16:37:58 2017,1.0
pbramlalverma,1,0,0,1,1,0,0,Thu May 11 12:50:45 2017,1.0
pbranjitsingh,1,0,0,1,1,1,1,Sun May 14 17:38:56 2017,1.0
pbrattansharma,1,0,0,1,1,1,20,Fri May 12 12:17:16 2017,1.0
pbravinder,1,0,0,1,1,0,1,Fri May 12 13:08:53 2017,1.0
pbsanjaybh,1,0,0,1,1,2,1,Fri May 12 13:00:57 2017,1.0
pbsatyaprakash,1,0,0,1,1,1,1,Fri May 12 13:45:04 2017,1.0
pbsohanlalthak1,1,0,0,1,1,0,20,Fri May 12 13:16:27 2017,1.0
pbsukhdev22,1,0,0,1,1,0,0,Sun May 14 04:01:51 2017,1.0
pbsurenderkumar,1,0,0,1,1,0,20,Sat May 13 06:35:39 2017,1.0
pbswaransingh,1,0,0,1,1,0,0,Sat May 13 07:46:00 2017,1.0
pbtarsemlal,1,0,0,1,1,2,20,Sat May 13 06:21:56 2017,1.0
pbvishalverma,1,0,0,1,1,0,20,Thu May 11 13:07:03 2017,1.0
pchaurasia_nkc,1,0,0,1,1,0,3,Sat May 13 15:29:20 2017,1.0
pcsmurthy,1,0,0,1,1,2,1,Wed May 10 16:38:37 2017,1.0
pd_hira,1,0,0,1,2,1,20,Sun May 14 12:30:54 2017,0.5
pd_kaushal,1,0,0,1,1,0,1,Sun May 14 04:58:27 2017,1.0
pd_kishore,1,2,0,3,18,5,22,Sat May 13 16:08:20 2017,0.166666666667
pd_sant,1,0,0,1,2,4,5,Sun May 14 00:28:21 2017,0.5
pdsharma1414,1,0,0,1,1,1,0,Fri May 12 06:26:48 2017,1.0
peramyadav1,1,0,0,1,2,1,20,Mon May 15 05:38:36 2017,0.5
phalguna_kumarb,1,0,0,1,1,2,0,Tue May 09 07:35:13 2017,1.0
pharma_aggarwal,0,0,1,1,27,10,15,Wed Feb 02 12:22:57 2011,0.037037037037
phool_c_nagar,1,0,0,1,1,0,0,Sun May 14 05:32:38 2017,1.0
phoolch26023985,1,0,0,1,2,4,1,Sun May 14 04:33:48 2017,0.5
pinki45901816,1,0,0,1,1,0,1,Sun May 14 14:44:50 2017,1.0
