handle,Tweet,Retweet,Reply,Total,#tweets,#followers,#friends,Joining Date,n-cubit related %age
ChaitanyaRoy6,1,0,0,1,1,0,1,Sat May 13 03:19:27 2017,1.0
ChaitanyaSwar10,0,0,1,1,2,0,1,Mon May 15 12:19:56 2017,0.5
ChamartyBharga1,2,0,0,2,2,0,20,Sun May 14 00:58:56 2017,1.0
ChamartyR,1,0,0,1,4,2,2,Tue May 09 11:49:52 2017,0.25
ChampaKhattar,1,0,0,1,1,0,21,Fri May 12 15:35:30 2017,1.0
Chancha75312125,1,0,0,1,1,0,1,Wed May 10 16:44:44 2017,1.0
Chancha96801698,0,1,0,1,3,0,1,Sun May 14 05:32:06 2017,0.333333333333
Chand82593720,1,0,0,1,18,2,48,Sat May 13 11:07:04 2017,0.0555555555556
ChandChopra4,1,0,0,1,12,0,1,Tue May 09 11:55:07 2017,0.0833333333333
ChandJadoun,1,0,0,1,0,0,0,Thu May 11 12:08:15 2017,inf
Chandan4003,1,7,0,8,9,9,3,Sat May 13 09:15:40 2017,0.888888888889
Chandan50249419,1,0,0,1,1,0,0,Sun May 14 04:41:44 2017,1.0
ChandanNagavolu,1,0,0,1,6,5,2,Fri May 12 01:58:21 2017,0.166666666667
Chandani94,1,0,0,1,289,196,234,Thu Jul 04 05:57:46 2013,0.00346020761246
ChandaniAggarwa,1,0,0,1,8,1,3,Sat May 13 13:04:46 2017,0.125
Chander10750378,1,0,0,1,1,1,20,Sun May 14 04:38:04 2017,1.0
Chander59462445,1,0,0,1,1,0,1,Sun May 14 04:52:57 2017,1.0
Chander95275647,1,0,0,1,1,49,95,Sat May 13 12:07:21 2017,1.0
Chandni28102605,0,0,1,1,2,0,1,Sat May 13 12:56:48 2017,0.5
Chandra02303446,0,1,0,1,7,5,3,Sat May 13 17:35:10 2017,0.142857142857
Chandra13031631,0,2,0,2,10,0,73,Sun May 14 04:22:27 2017,0.2
Chandra19117835,0,1,0,1,18,0,21,Sun May 14 04:29:47 2017,0.0555555555556
Chandra19634,0,1,0,1,1,0,49,Sat May 13 15:33:06 2017,1.0
Chandra25744625,1,0,0,1,3,22,40,Fri May 12 05:47:07 2017,0.333333333333
Chandra41662133,1,0,0,1,1,0,1,Sun May 14 05:03:23 2017,1.0
Chandra43997187,1,0,0,1,2,1,31,Sun May 14 05:08:58 2017,0.5
Chandra53685430,1,0,0,1,1,0,1,Sun May 14 03:52:32 2017,1.0
Chandra60970270,1,1,0,2,2,1,21,Sat May 13 23:55:35 2017,1.0
Chandra67263548,0,0,1,1,1,0,1,Sun May 14 04:43:42 2017,1.0
Chandra73442676,1,0,0,1,1,1,0,Sun May 14 03:16:21 2017,1.0
Chandra73955980,1,0,0,1,1,37,93,Sun May 14 00:40:36 2017,1.0
Chandra94990257,1,0,0,1,2,4,1,Sat May 13 07:03:08 2017,0.5
ChandraBhanGGN,0,1,0,1,3,20,34,Sun May 14 01:23:48 2017,0.333333333333
ChandraDalip,1,1,0,2,2,2,4,Sat May 13 16:51:49 2017,1.0
ChandraKalaTiw8,1,0,0,1,1,0,1,Sun May 14 04:42:42 2017,1.0
ChandraPunam,1,1,0,2,2,1,1,Sun May 14 03:48:30 2017,1.0
ChandraSatsangi,1,0,0,1,4,0,1,Fri May 12 14:22:51 2017,0.25
Chandrabatidevi,1,33,0,34,51,11,7,Sun May 14 05:11:35 2017,0.666666666667
ChandrakalaDev,1,1,0,2,4,5,75,Sat May 13 16:57:36 2017,0.5
ChandraprabhaP6,0,1,0,1,1,0,1,Sun May 14 11:51:26 2017,1.0
Chandrasekahara,1,0,0,1,1,0,1,Thu May 11 14:42:53 2017,1.0
ChandravathiG,1,0,0,1,1,0,0,Sun May 14 01:34:04 2017,1.0
Chandravati16,1,0,0,1,1,0,21,Sun May 14 04:07:13 2017,1.0
Chani38348625,0,1,0,1,2,0,1,Mon May 15 12:48:16 2017,0.5
Charan67562135,0,1,0,1,4,2,1,Mon May 15 16:38:15 2017,0.25
CharanD28882771,1,0,0,1,1,1,0,Sun May 14 04:51:01 2017,1.0
CharanDasBhati1,1,0,0,1,1,0,1,Sun May 14 02:58:28 2017,1.0
CharanDasi1,1,0,0,1,1,0,0,Sun May 14 04:45:10 2017,1.0
CharanPyari,0,1,0,1,5,0,1,Sun May 14 10:44:24 2017,0.2
CharanRathore2,0,1,0,1,1,3,33,Sat May 13 03:10:44 2017,1.0
CharanSevak,1,0,0,1,13,24,139,Fri Dec 25 13:28:21 2015,0.0769230769231
Charandass1983,1,0,0,1,3,37,93,Fri May 12 13:41:17 2017,0.333333333333
Charankumari07,0,1,0,1,18,2,1,Sun May 14 08:19:34 2017,0.0555555555556
ChaundharyS,1,0,0,1,2,22,79,Tue May 09 12:54:37 2017,0.5
ChawlaVironika,1,2,0,3,0,0,0,Wed May 10 19:02:29 2017,inf
CheekatlaK,1,1,0,2,2,0,0,Sun May 14 15:15:56 2017,1.0
Chetan23132,1,0,0,1,1,1,0,Sun May 14 12:02:21 2017,1.0
Chetan2913,1,0,0,1,1,0,0,Sun May 14 07:30:36 2017,1.0
Chetan50684949,1,0,0,1,1,25,90,Sun May 14 11:53:12 2017,1.0
ChetanKarekar5,0,3,0,3,31,13,15,Thu May 18 10:53:11 2017,0.0967741935484
ChetanS46149429,1,0,0,1,1,12,87,Fri May 12 10:50:26 2017,1.0
ChetanaSrivast1,0,0,1,1,1,5,4,Sun May 14 04:35:16 2017,1.0
Chetank71377839,0,1,0,1,3,0,1,Sun May 14 12:20:18 2017,0.333333333333
Chetanm84,1,0,0,1,1,1,1,Sun May 14 00:05:00 2017,1.0
Chetantrivdi96,1,1,0,2,3,4,94,Sun May 14 09:22:58 2017,0.666666666667
Chetna8508,1,0,0,1,4,0,0,Sun May 14 07:22:09 2017,0.25
ChetnyaaSharma,0,1,0,1,17,1,3,Sat May 13 15:29:02 2017,0.0588235294118
Chhabigupta4,0,1,0,1,24,7,28,Fri May 26 12:02:36 2017,0.0416666666667
ChhabraSwami,1,0,0,1,1,0,0,Wed May 10 12:54:07 2017,1.0
ChhaviG09469267,2,0,0,2,4,4,4,Sat May 13 16:44:23 2017,0.5
Chhavibhatia17,1,0,0,1,1,0,0,Sun May 14 00:19:54 2017,1.0
ChhaviramV,1,3,0,4,5,0,30,Sun May 14 05:47:18 2017,0.8
ChhayaSatsangi,0,1,0,1,8,11,28,Fri May 12 16:51:29 2017,0.125
Chidana00301510,1,0,0,1,1,4,0,Tue May 09 14:23:37 2017,1.0
ChinaswamyRao,1,0,0,1,4,1,20,Fri May 12 11:13:29 2017,0.25
ChintakulaS,1,0,0,1,1,0,0,Sun May 14 02:09:12 2017,1.0
Chirag14655468,1,0,0,1,1,1,0,Sun May 14 07:38:14 2017,1.0
Chirag85780331,1,0,0,1,1,0,0,Sun May 14 07:35:29 2017,1.0
ChiragB07650702,1,0,0,1,2,2,1,Sat May 13 15:47:12 2017,0.5
ChiragSuri8,1,0,0,1,1,1,0,Sat May 13 03:00:52 2017,1.0
Chiranj72141747,2,0,0,2,2,2,22,Thu May 11 14:59:48 2017,1.0
ChitraShrivast5,1,0,0,1,2,4,99,Sun May 14 00:49:22 2017,0.5
Chitrabpl,0,3,0,3,186,11,2,Sat May 13 16:02:10 2017,0.0161290322581
ChitturiMounika,1,0,0,1,1,1,1,Sun May 14 10:20:07 2017,1.0
Chmnlal,0,1,0,1,20,32,53,Sat May 13 09:31:41 2017,0.05
ChodeAmmaji,1,0,0,1,1,0,1,Sun May 14 00:55:13 2017,1.0
ChopdaVandna,1,0,0,1,1,0,0,Wed May 10 12:12:55 2017,1.0
ChopraRavikanta,1,0,0,1,6,3,20,Fri May 12 13:01:29 2017,0.166666666667
Cjyoti1968,1,0,0,1,1,1,0,Fri May 12 15:28:15 2017,1.0
Clsingh15,0,1,0,1,2,24,37,Sun May 14 00:34:09 2017,0.5
CohHari,1,0,0,1,1,0,0,Sun May 14 19:20:53 2017,1.0
ConsciousToBe,3,0,0,3,3,0,0,Tue May 16 23:57:24 2017,1.0
ConsultantRakes,1,12,0,13,191,165,241,Sat Mar 08 12:58:58 2014,0.0680628272251
Cpsrivastava17,0,1,0,1,1,1,1,Mon May 15 10:45:19 2017,1.0
CreativeUtsav,1,1,0,2,5,14,14,Sun May 14 05:35:29 2017,0.4
DAYALPRASAD4,1,0,0,1,1,0,0,Sun May 14 00:30:38 2017,1.0
DAYALSARAN13,1,0,0,1,1,1,22,Sun May 14 04:59:45 2017,1.0
DAbhilasha6,0,1,0,1,1,4,21,Wed May 10 15:11:53 2017,1.0
DCDB14,1,0,0,1,1,1,0,Sat May 13 14:28:39 2017,1.0
DCharandasi,1,0,0,1,1,1,1,Sat May 13 01:35:53 2017,1.0
DEIQntmNanoCntr,1,0,0,1,18,11449,1,Wed Mar 08 09:32:54 2017,0.0555555555556
DGKMurthy1,1,0,0,1,2,0,0,Fri May 12 14:07:55 2017,0.5
DGaneshwar,1,1,0,2,2,24,0,Thu May 11 15:32:49 2017,1.0
DHANATPT,0,2,0,2,2,6,3,Sun May 14 12:48:43 2017,1.0
DHIRU91289,0,1,0,1,11,11,44,Sun May 14 03:01:43 2017,0.0909090909091
DINESHK39798849,0,1,0,1,18,4,64,Mon May 08 15:19:08 2017,0.0555555555556
DIPAK2974,1,0,0,1,3,1,5,Sat May 13 08:32:43 2017,0.333333333333
DKS_Devinder,2,0,0,2,3,0,2,Sat May 13 10:55:57 2017,0.666666666667
DKSharm06161444,1,0,0,1,1,41,71,Sun May 14 00:49:45 2017,1.0
DKrishn57998332,1,0,0,1,1,1,20,Fri May 12 13:38:15 2017,1.0
DLNRao1,1,0,0,1,1,0,0,Sun May 14 02:05:25 2017,1.0
DLakshmanRao2,1,0,0,1,2,1,0,Sun May 14 01:29:40 2017,0.5
DLakshmi12,0,2,0,2,23,1,5,Sun May 14 23:23:40 2017,0.0869565217391
DLakshmi2017,1,0,0,1,1,0,0,Sat May 13 05:59:54 2017,1.0
DMANASPRAKASH87,1,0,0,1,2,10,105,Mon May 15 02:13:09 2017,0.5
DMadhusudhan4,1,0,0,1,1,0,0,Sun May 14 03:25:48 2017,1.0
DNToshniwal1,0,1,0,1,2,0,1,Mon May 15 14:14:49 2017,0.5
DPSutharCDMX,3,2,0,5,663,91,122,Tue Jun 07 21:52:00 2016,0.00754147812971
DPremDas6,0,1,0,1,1,3,20,Wed May 10 15:17:15 2017,1.0
DPremKumari1,1,0,0,1,1,1,0,Sun May 14 00:37:56 2017,1.0
DRSUSHMAGUPTA2,1,0,0,1,5,36,69,Tue May 09 11:43:17 2017,0.2
DRadhaprasad,1,0,0,1,1,0,0,Sun May 14 03:18:01 2017,1.0
DRadhasaran,1,0,0,1,1,0,0,Sun May 14 01:12:44 2017,1.0
DRajaShekar13,1,0,0,1,1,2,0,Sun May 14 02:24:55 2017,1.0
DRanjne,2,0,0,2,2,25,79,Sun May 14 15:45:32 2017,1.0
DRiteshBhushan,1,0,0,1,492,65,178,Wed Dec 30 06:36:36 2009,0.0020325203252
DSChaudhary7,1,0,0,1,2,22,81,Tue May 09 12:51:34 2017,0.5
DSChopra1,1,0,0,1,1,34,85,Sun May 14 12:10:16 2017,1.0
DSRao60603111,1,1,0,2,3,1,22,Sun May 14 12:53:45 2017,0.666666666667
DSSMPrasad2,0,1,0,1,1,0,1,Sun May 14 01:01:23 2017,1.0
DSTiwary1,1,0,0,1,2,0,21,Tue May 09 12:30:25 2017,0.5
DSeshagirirao1,1,0,0,1,1,0,1,Sat May 13 02:10:31 2017,1.0
DSivaPrasad1956,1,0,0,1,1,3,1,Sun May 14 11:21:08 2017,1.0
DSudha10,1,0,0,1,1,0,1,Sun May 14 00:26:41 2017,1.0
DSudha13,1,0,0,1,2,1,1,Sun May 14 00:32:54 2017,0.5
DSujatha7,1,0,0,1,1,0,0,Sun May 14 02:10:00 2017,1.0
DUday19357082,1,0,0,1,2,1,0,Wed May 10 14:33:37 2017,0.5
DVKrishnaRao5,1,0,0,1,2,0,0,Wed May 10 14:47:59 2017,0.5
DVKrishnaRao6,1,0,0,1,1,0,1,Thu May 11 02:45:27 2017,1.0
DVSNRAJU3,1,0,0,1,1,2,20,Sun May 14 01:09:20 2017,1.0
DVijayaLakshmi7,1,0,0,1,1,0,0,Sun May 14 11:24:18 2017,1.0
DahraMauj,1,0,0,1,1,1,0,Tue May 16 01:42:34 2017,1.0
Daisykindia,0,1,0,1,8,1,20,Sun May 14 02:33:12 2017,0.125
DakshTanwar9,1,0,0,1,1,0,20,Sun May 14 14:11:45 2017,1.0
Dakshay80359549,1,0,0,1,1,0,0,Fri May 12 02:16:16 2017,1.0
DaleVijayta,0,1,0,1,16,8,15,Sun May 14 12:31:49 2017,0.0625
Daljeet76260349,1,0,0,1,1,0,1,Sun May 14 02:38:39 2017,1.0
DaljeetSGill,1,0,0,1,4,29,108,Fri Jun 13 12:14:45 2014,0.25
DamyantiJuneja,0,1,0,1,16,2,1,Sun May 28 16:31:55 2017,0.0625
Danandswaroopa1,1,0,0,1,1,0,1,Sun May 14 01:22:57 2017,1.0
Danel26798059,1,0,0,1,1,0,0,Mon May 15 01:13:54 2017,1.0
Danny42460582,0,1,0,1,4,0,1,Mon May 15 13:44:28 2017,0.25
Darshan16381860,0,1,0,1,77,49,67,Sun May 07 04:14:33 2017,0.012987012987
Darshan26480365,1,2,0,3,9,6,24,Sat May 13 09:53:16 2017,0.333333333333
Darshan45108569,0,2,0,2,4,0,22,Sun May 14 13:05:27 2017,0.5
DarshanDayal2,1,0,0,1,1,3,2,Sun May 14 04:09:21 2017,1.0
Darshankaur94,0,0,1,1,1,9,26,Sun May 14 04:33:39 2017,1.0
DasAarti,1,0,0,1,7,47,115,Wed Dec 26 12:03:27 2012,0.142857142857
DasiAmritMalhot,0,1,0,1,2,2,28,Fri May 26 17:24:26 2017,0.5
Dayal00870742,3,0,0,3,72,14,61,Mon May 01 16:40:11 2017,0.0416666666667
Dayal1Darshan,1,0,0,1,2,1,21,Thu May 11 14:08:19 2017,0.5
DayalAdhar,1,0,0,1,3,0,0,Sat May 13 17:13:35 2017,0.333333333333
DayalAggarwal,1,0,0,1,1,0,0,Sun May 14 08:57:53 2017,1.0
DayalBaranwa,0,1,0,1,16,0,1,Sun May 14 13:06:20 2017,0.0625
DayalBarnwal,1,0,0,1,1,14,149,Sun May 14 03:12:58 2017,1.0
DayalDushyant,2,0,0,2,6,4,3,Fri May 12 15:48:16 2017,0.333333333333
DayalKohli,1,0,0,1,1,1,1,Sun May 14 11:31:51 2017,1.0
DayalLodge,0,1,0,1,532,371,585,Mon Nov 22 13:28:01 2010,0.00187969924812
DayalMat,1,0,0,1,1,0,1,Sat May 13 12:32:14 2017,1.0
DayalPilli,1,1,0,2,2,0,0,Sun May 14 06:40:23 2017,1.0
DayalPrashad,1,0,0,1,2,0,21,Thu May 11 15:02:57 2017,0.5
DayalPyari6,0,1,0,1,2,2,12,Sun May 14 12:08:57 2017,0.5
DayalSafi1,0,1,0,1,12,1,22,Sun May 14 12:23:57 2017,0.0833333333333
DayalSaran8,1,0,0,1,16,0,22,Tue May 09 12:18:15 2017,0.0625
DayalSaranGupta,1,0,0,1,1,7,63,Sun May 14 12:55:01 2017,1.0
DayalSaranv76,1,0,0,1,1,0,21,Sun May 14 14:27:57 2017,1.0
DayalShankarGu1,0,1,0,1,3,2,4,Sun May 14 04:30:44 2017,0.333333333333
DayalSharan10,0,1,0,1,18,2,20,Sun May 14 13:44:38 2017,0.0555555555556
DayalSharanGup2,1,0,0,1,1,0,0,Sun May 14 00:58:31 2017,1.0
DayalSharma6,1,0,0,1,1,0,2,Sun May 14 03:45:20 2017,1.0
DayalSi43793229,0,2,0,2,15,2,0,Wed May 10 14:11:51 2017,0.133333333333
DayalSingh44,1,0,0,1,2,2,21,Thu May 11 15:22:19 2017,0.5
DayalVerma17,0,1,0,1,19,0,1,Sat May 13 14:25:31 2017,0.0526315789474
DayalVerma18,1,1,0,2,19,10,18,Thu May 11 01:16:51 2017,0.105263157895
DayalVsp,0,1,0,1,3,2,0,Sun May 14 00:09:24 2017,0.333333333333
Dayaldevi34,1,1,0,2,10,0,21,Thu May 11 16:08:36 2017,0.2
Dayalenterpris2,1,0,0,1,1,0,1,Tue May 16 13:22:39 2017,1.0
DayaloJ,0,1,0,1,5,6,55,Thu May 18 16:47:17 2017,0.2
Dayalpyari2017,2,0,1,3,3,2,1,Mon May 15 07:50:14 2017,1.0
Dayalsaranthak1,1,0,0,1,1,0,0,Sat May 13 14:15:17 2017,1.0
DayalsiDRNN,1,0,0,1,1,10,24,Thu May 11 17:43:03 2017,1.0
Dayanan52120465,0,1,0,1,12,0,22,Sun May 14 04:35:01 2017,0.0833333333333
Dayanan52198247,0,31,0,31,79,4,3,Sat May 13 05:39:37 2017,0.392405063291
Dayanan63725575,1,0,0,1,2,0,20,Sun May 14 00:28:24 2017,0.5
DebalGhatak,0,1,0,1,3,0,1,Sun May 14 01:20:52 2017,0.333333333333
Debodevi2,1,1,0,2,2,1,21,Sun May 14 00:16:54 2017,1.0
DeekshaLadla,1,0,0,1,1,3,2,Sun May 14 01:49:41 2017,1.0
Deenday55788977,1,0,0,1,1,2,1,Sat May 13 10:47:46 2017,1.0
DeendayalDeen,1,0,0,1,1,0,2,Sun May 14 05:01:18 2017,1.0
Deensrivastava,1,0,0,1,1,3,3,Thu May 18 11:57:06 2017,1.0
DeepS9248,2,3,0,5,21,2,2,Mon May 15 12:24:48 2017,0.238095238095
DeepaAggarwal20,1,0,0,1,1,2,0,Sun May 14 03:34:16 2017,1.0
DeepaPrasad17,0,1,0,1,6,1,93,Sat May 13 20:50:06 2017,0.166666666667
Deepak123_1,1,0,0,1,1,4,88,Sun May 14 04:16:08 2017,1.0
Deepak281962,1,0,0,1,1,0,1,Sun May 14 04:38:33 2017,1.0
Deepak61762659,2,0,0,2,3,0,1,Sun May 14 04:53:23 2017,0.666666666667
Deepak72715049,0,9,0,9,44,2,2,Sat May 13 17:54:29 2017,0.204545454545
DeepakAnand2011,1,1,0,2,3,0,15,Sun May 14 12:28:27 2017,0.666666666667
DeepakDiwan17,2,0,0,2,2,1,0,Wed May 10 15:04:53 2017,1.0
DeepakDiwan20,0,1,0,1,6,5,1,Sat May 13 08:25:54 2017,0.166666666667
DeepakGogia6,1,1,0,2,16,56,65,Sat Mar 11 05:47:41 2017,0.125
DeepakMarwaha60,1,0,0,1,1,0,4,Sat May 13 09:20:11 2017,1.0
DeepakS15100598,2,1,1,4,16,27,203,Wed May 10 16:44:18 2017,0.25
DeepakVig12,1,0,0,1,1,0,20,Sun May 14 00:39:43 2017,1.0
DeepakY12321983,1,1,0,2,2,2,21,Sun May 14 00:22:58 2017,1.0
Deepaklakhi2,1,1,0,2,4,3,3,Sun May 14 10:09:28 2017,0.5
Deepanj16633049,1,1,0,2,4,2,1,Thu May 18 14:17:40 2017,0.5
Deepanshuj19,0,1,0,1,15,2,13,Sat May 13 16:34:32 2017,0.0666666666667
Deepdayal1,1,0,0,1,1,0,1,Sun May 14 05:12:10 2017,1.0
Deepender_P,1,0,0,1,1,5,1,Sat May 13 16:20:38 2017,1.0
Deepika28706422,1,0,0,1,1,5,5,Sun May 14 03:19:00 2017,1.0
Deepika291123,1,1,0,2,18,9,67,Wed Feb 08 07:17:20 2017,0.111111111111
DeepikaPrakash9,1,0,0,1,1,1,0,Sun May 14 16:37:31 2017,1.0
Deepika_sinha1,1,0,0,1,1,1,21,Sun May 14 02:13:56 2017,1.0
Deepmala_2017,0,2,0,2,22,3,11,Sun May 14 11:22:38 2017,0.0909090909091
Deepran97559425,0,1,0,1,17,2,22,Sun May 14 00:09:49 2017,0.0588235294118
DeepshikhaNiga2,1,1,0,2,8,11,22,Wed May 10 16:04:43 2017,0.25
DeeptiAsthana26,1,0,0,1,1,1,3,Sun May 14 05:24:55 2017,1.0
Deepti_Prasad7,1,0,0,1,4,1,31,Sun May 14 12:38:16 2017,0.25
Deepugill10,0,1,0,1,2,0,2,Sun May 14 04:44:28 2017,0.5
Deiatulsuri,1,1,0,2,8,13,21,Thu May 11 14:19:48 2017,0.25
DeidepPoonam,1,1,0,2,6,1,1,Sun May 14 01:10:28 2017,0.333333333333
Deinehamehta,2,0,0,2,34,98,25,Mon Mar 13 13:10:36 2017,0.0588235294118
DeoSarat,1,0,0,1,1,1,21,Wed May 17 15:42:33 2017,1.0
Deva_Ram21,1,0,0,1,1,1,0,Tue May 16 17:15:22 2017,1.0
Devansh2404,1,0,0,1,1,6,6,Sun May 14 04:57:44 2017,1.0
DevantiDevi6,0,1,0,1,18,1,2,Sun May 14 02:38:09 2017,0.0555555555556
DevashishMukhe5,1,0,0,1,1,1,1,Sun May 14 00:25:48 2017,1.0
Devende086119,1,0,0,1,1,17,66,Sun May 14 00:41:53 2017,1.0
Devendr09145367,0,1,0,1,11,0,21,Sun May 14 05:19:26 2017,0.0909090909091
Devendr46439901,0,1,0,1,4,2,2,Sun May 14 00:36:41 2017,0.25
Devendr48813230,1,0,0,1,2,0,0,Sun May 14 05:03:05 2017,0.5
Devendra9534171,1,0,0,1,1,1,25,Sun May 14 15:04:21 2017,1.0
DeveshSinghCh12,1,1,0,2,3,29,96,Sun May 14 11:22:28 2017,0.666666666667
Devi60Gyan,1,0,0,1,1,0,20,Sun May 14 00:42:56 2017,1.0
DeviBirmi,1,0,0,1,1,0,1,Sun May 14 05:14:22 2017,1.0
DeviChanchal,1,0,0,1,1,0,0,Sun May 14 04:59:26 2017,1.0
DeviGayanti,0,1,0,1,3,0,1,Mon May 15 06:21:43 2017,0.333333333333
DeviJagtaran,0,4,0,4,15,11,3,Sat May 13 10:52:59 2017,0.266666666667
DeviMithilesh,1,1,0,2,3,9,33,Sun May 14 00:55:10 2017,0.666666666667
DeviPhool,1,0,0,1,1,0,20,Sun May 14 01:46:08 2017,1.0
DeviPrabhawati,1,0,0,1,2,0,4,Thu May 11 14:28:17 2017,0.5
DeviPremlata,1,0,0,1,1,0,0,Sun May 14 03:23:11 2017,1.0
DeviRajbanti,0,1,0,1,39,4,2,Tue May 16 06:50:08 2017,0.025641025641
DeviSareefa,0,0,1,1,1,0,1,Sun May 14 04:56:43 2017,1.0
DeviSavitiri,1,0,0,1,1,0,1,Sun May 14 05:04:51 2017,1.0
DeviShantidevi,1,0,0,1,1,0,2,Sun May 14 04:57:23 2017,1.0
DeviTenki,0,1,0,1,18,1,2,Sun May 14 04:00:54 2017,0.0555555555556
Deviduttverma1,1,0,0,1,1,2,2,Sun May 14 03:16:20 2017,1.0
Devinde12556334,0,1,0,1,2,1,1,Sun May 14 02:17:07 2017,0.5
DevulpalliPs,1,0,0,1,1,6,0,Sat May 13 15:14:57 2017,1.0
DevyaniGupta7,1,0,0,1,1,0,0,Sun May 14 15:00:20 2017,1.0
DhairyaKumar12,1,0,0,1,1,0,1,Sun May 14 05:12:19 2017,1.0
DhaklaRai,0,3,0,3,5,6,99,Sun May 14 03:56:30 2017,0.6
DhakreDeepa,0,1,0,1,7,0,1,Sun May 14 04:44:42 2017,0.142857142857
DhallDiksha,1,1,0,2,2,4,1,Sat May 13 09:44:55 2017,1.0
DhallNandlal,1,1,0,2,2,1,1,Sat May 13 12:44:53 2017,1.0
DhallShobha,1,1,0,2,2,1,1,Sat May 13 12:36:56 2017,1.0
DhanaShekhar6,1,0,0,1,6,10,15,Wed May 10 17:13:38 2017,0.166666666667
Dhananj15163696,1,0,0,1,1,0,1,Sun May 14 00:37:01 2017,1.0
Dhananj65844784,0,0,1,1,1,0,1,Sun May 14 05:09:54 2017,1.0
DhanvantiDevi,1,0,0,1,2,0,0,Sun May 14 05:10:53 2017,0.5
DhanviW,0,0,1,1,1,0,1,Sun May 14 04:10:03 2017,1.0
DhanwalVinod,1,0,0,1,1,2,54,Sun May 14 11:27:53 2017,1.0
DharamC90584924,0,1,0,1,18,0,2,Sun May 14 04:26:46 2017,0.0555555555556
DharamJitKhera,1,0,0,1,1,3,1,Sat May 13 16:43:56 2017,1.0
DharamP58925981,1,0,0,1,1,4,0,Sun May 14 01:04:08 2017,1.0
DharamSingh_1,1,0,0,1,1,0,1,Sat May 13 16:53:32 2017,1.0
Dharamb94252365,1,0,0,1,1,4,5,Sat May 13 13:59:14 2017,1.0
Dharambir_1203,1,0,0,1,1,4,1,Fri May 12 16:04:22 2017,1.0
Dharambsingh,0,0,1,1,1,0,2,Mon May 15 05:43:40 2017,1.0
Dharamp14119729,0,1,0,1,3,1,1,Sun May 14 05:05:14 2017,0.333333333333
Dharampaldd,0,1,0,1,24,0,1,Tue May 16 01:47:28 2017,0.0416666666667
Dharani64604760,1,0,0,1,1,0,0,Tue May 16 17:10:19 2017,1.0
DharaniMaharana,1,0,0,1,1,0,21,Sun May 14 00:30:54 2017,1.0
DharanidharRed7,1,0,0,1,1,1,0,Sun May 14 01:42:38 2017,1.0
DharmavathiP,1,0,0,1,1,1,1,Sun May 14 02:27:47 2017,1.0
Dharmen25105369,1,0,0,1,1,2,1,Sun May 14 12:29:37 2017,1.0
Dharmen50334574,0,1,1,2,3,1,16,Sun May 14 02:35:39 2017,0.666666666667
DharnaSatsangi,0,2,0,2,3,1,1,Sat May 13 03:10:07 2017,0.666666666667
DharnendraG,0,1,0,1,3,2,1,Sun May 14 03:30:18 2017,0.333333333333
Dheeraj17355358,1,0,0,1,1,36,91,Fri May 12 13:05:47 2017,1.0
Dheeraj31539153,0,1,0,1,2,2,70,Sun May 14 04:30:55 2017,0.5
Dheeraj9769,0,1,0,1,42,34,126,Sun May 07 02:45:37 2017,0.0238095238095
DheerajBihari,0,3,0,3,4,7,6,Sat May 13 01:22:17 2017,0.75
Dheeraj_V12,1,0,0,1,2,10,17,Fri May 12 01:48:37 2017,0.5
Dheerbhatia1,1,0,0,1,1,2,81,Sun May 14 05:44:43 2017,1.0
DhirSamrath,1,0,0,1,0,0,0,Thu May 11 12:44:08 2017,inf
Dhiraj29126846,1,0,0,1,1,1,1,Sat May 13 16:55:25 2017,1.0
Dhiraj75759933,1,0,0,1,1,1,1,Sat May 13 16:51:16 2017,1.0
Dhirend02020604,1,0,0,1,1,0,1,Sun May 14 02:09:31 2017,1.0
Dhirend30798393,1,0,0,1,1,0,0,Sun May 14 05:03:20 2017,1.0
Dhruv123_1,1,0,0,1,1,2,90,Sun May 14 04:33:38 2017,1.0
DhunGupta,1,0,0,1,1,0,0,Sun May 14 06:34:56 2017,1.0
DhunPriya,1,0,0,1,5,0,0,Wed May 10 14:53:46 2017,0.2
Dhurdhaami,1,0,0,1,1,3,0,Sat May 13 16:44:25 2017,1.0
DigamberGupta12,1,0,0,1,1,1,1,Sat May 13 17:12:50 2017,1.0
Digpal20779506,0,2,0,2,23,1,11,Sat May 13 12:28:33 2017,0.0869565217391
Diksha11777,1,0,0,1,1,0,21,Sun May 14 04:25:48 2017,1.0
DikshaSinghal5,1,0,0,1,1,3,1,Mon May 15 03:57:03 2017,1.0
DilipKrBarnwal1,0,1,0,1,5,2,5,Sat May 13 23:50:48 2017,0.2
DilipKu13637544,1,0,0,1,13,1,22,Sun May 14 01:10:59 2017,0.0769230769231
DilipKu95139569,1,2,0,3,14,0,0,Sun May 14 04:49:07 2017,0.214285714286
DilipitdcGupta,0,1,0,1,14,9,44,Thu May 11 04:34:29 2017,0.0714285714286
Dilipsi08717349,0,1,0,1,2,0,21,Mon May 15 12:46:06 2017,0.5
Dilpree24234774,0,1,0,1,1,0,1,Sun May 14 07:54:07 2017,1.0
DilrajK07375910,2,0,0,2,2,3,20,Mon May 15 12:18:06 2017,1.0
DilrajRait,1,0,0,1,2,1,1,Sat May 13 10:54:17 2017,0.5
DimThakur,0,1,0,1,19,46,79,Sun May 14 07:21:20 2017,0.0526315789474
