handle,tweetType,counts
SainiNagarmal,Tweet,1
SainiParwati,Tweet,1
SainiRakesk,Tweet,1
SainiSadhna,Retweet,1
SainiSwamidas,Retweet,1
SainiSwamidas,Tweet,1
Saisree04363075,Tweet,1
SajanVe79142011,Tweet,1
Sajaniguptarb,Tweet,1
SakhiAmar,Tweet,1
Sakshi1804,Tweet,1
Sakshi33806013,Tweet,1
Sakshi73435080,Tweet,1
SakshiS45996145,Tweet,1
SakshiWalia10,Tweet,1
Saligram8,Retweet,1
Saligram8,Tweet,1
SalmaSadaf4,Retweet,8
SaloniGoel12,Tweet,1
Salonis49002420,Tweet,1
SamaSoni1,Tweet,1
SamadhanRajani,Tweet,1
SamadhanSakaram,Tweet,1
SamarthSaxena06,Tweet,1
Samata47640728,Tweet,1
SambhuMahato1,Retweet,7
SameerBansal20,Tweet,1
SameerS53372120,Retweet,1
SameerS53372120,Tweet,1
SamhaarBhanot,Retweet,1
SamrthSrivasta1,Tweet,1
Samtakhanna1,Retweet,1
Samtakhanna1,Tweet,1
SanchitTandon92,Tweet,3
SanchitaMathur4,Tweet,1
Sandeep19101439,Tweet,1
Sandeep21143432,Tweet,1
Sandeep35100171,Retweet,1
Sandeep45135196,Tweet,1
Sandeep55242018,Tweet,1
Sandeep77052689,Retweet,1
Sandeep77052689,Tweet,1
Sandeep80368820,Retweet,1
Sandeep88086027,Retweet,1
Sandeep95572392,Tweet,2
Sandeep96263092,Retweet,1
SandeepDamade,Retweet,1
Sandeepkumar686,Tweet,1
Sandeepnagia01,Tweet,1
SandhirPrabha,Tweet,1
Sandhya31032011,Tweet,1
Sandhya61787481,Reply,1
SandhyaMalik01,Tweet,1
SandhyaPal88,Retweet,1
Sandhyabhatnag4,Tweet,1
SangamSatsangi,Retweet,2
Sangeet36680725,Tweet,3
Sangeet36853782,Tweet,1
Sangeet64757809,Tweet,1
Sangeet93278356,Tweet,2
Sangeetasaini84,Retweet,1
Sangeetasharma,Tweet,1
Sangita68562282,Tweet,1
Sangita76097217,Retweet,2
Sangita76097217,Tweet,1
Sangita76950687,Tweet,1
Sangita77900285,Retweet,7
Sangita888919,Tweet,3
SangitaKumariY,Retweet,1
SangitaKumariY,Tweet,1
Sangmath_m66,Tweet,1
Sanjana95896749,Tweet,1
Sanjay70543186,Retweet,1
Sanjay90855414,Tweet,1
SanjayB67161508,Tweet,1
SanjayK04316238,Retweet,2
SanjayK31938760,Retweet,1
SanjayK47182339,Tweet,1
SanjayK68382271,Tweet,1
SanjayK73403625,Tweet,1
SanjayM21500865,Tweet,1
SanjayM66915283,Tweet,1
SanjayMandal123,Tweet,1
SanjayR41154388,Retweet,12
SanjayR88137457,Retweet,4
SanjayS62533773,Tweet,1
SanjayS99606761,Tweet,1
SanjaySatsangi2,Tweet,1
SanjaySwarup3,Tweet,1
Sanjay_Bhatia_,Tweet,1
Sanjaybhatia196,Tweet,1
Sanjaymehrabpl,Retweet,2
Sanjeet01526750,Retweet,1
Sanjeet01526750,Tweet,1
Sanjeev01011968,Retweet,1
Sanjeev57133673,Tweet,1
Sanjeev9830,Retweet,1
SanjeevGugnani1,Tweet,1
SanjeevKainth70,Tweet,1
SanjeevRawal3,Tweet,1
SanjeevaSahgal,Retweet,1
SanjnaDevi,Reply,1
SanjubalaT,Retweet,2
SanjubalaT,Tweet,1
Sanjusinha0506,Retweet,5
Sanjusinha0506,Tweet,1
SankalapB,Tweet,1
Sankara13004467,Retweet,1
SantAlagh,Tweet,1
SantKum25634331,Tweet,1
SantKumarSuri,Tweet,1
SantLalRay1,Tweet,1
SantMandal,Retweet,4
SantPChopraRN,Tweet,1
SantPrasad61,Tweet,1
SantSah4,Retweet,12
SantSah4,Tweet,1
SantSaranYadav1,Tweet,1
SantSharan17,Tweet,1
SantSharanrs,Retweet,1
SantSrivastav,Tweet,1
SantSwaroop1,Tweet,1
SantcharanVerma,Tweet,1
Santdas9,Tweet,1
SanthosiniChag1,Retweet,1
SantkamalKhare,Tweet,1
Santkum21802284,Retweet,1
Santosh02629335,Tweet,1
Santosh10388591,Tweet,1
Santosh30554296,Retweet,5
Santosh31208191,Retweet,1
Santosh36169020,Retweet,1
Santosh43770210,Retweet,1
Santosh71478216,Tweet,1
Santosh71944469,Tweet,1
Santosh75781709,Tweet,1
Santosh87462819,Tweet,1
SantoshDasGupt1,Retweet,2
SantoshDasGupt1,Tweet,1
SantoshRaniMit1,Retweet,1
SantoshSood3,Tweet,1
SantoshguptaRS,Retweet,36
SantprakashKha2,Tweet,1
Santram89825078,Tweet,1
Santram91172972,Tweet,1
SantsaranBhojw1,Tweet,1
Sanya82031968,Reply,1
SanyasiRaju2,Tweet,2
Sapn1667,Tweet,1
Sapnagupta25,Retweet,1
Sara907012,Tweet,1
Sarada20737316,Tweet,1
Saradha36987301,Retweet,1
Sarala11068966,Tweet,1
SaralaVerma,Tweet,1
SaranAbira,Tweet,1
SaranAmbey,Retweet,1
SaranArora,Tweet,1
SaranBharti,Tweet,1
SaranDhairya,Tweet,1
SaranKumarMish1,Tweet,1
SaranNupur,Retweet,2
SaranNupur,Tweet,1
SaranPreeti1,Retweet,1
SaranPritam,Tweet,1
SaranSatsangi,Retweet,1
Saran_Bihari,Retweet,1
Sarandayal86,Retweet,4
Saranp2102,Retweet,8
Saranp2102,Tweet,1
Saransh55964248,Tweet,1
Sarbachan1,Retweet,1
Sarbachan1,Tweet,1
Sare67200379,Retweet,1
SarikaGupta0808,Tweet,1
SarikaS2403,Tweet,1
SarikaSethi8,Tweet,1
Sarita55545,Retweet,1
Sarita55545,Tweet,1
SaritaV11617426,Tweet,1
Sarita_dayalbag,Tweet,1
Saritha58871097,Tweet,1
SarlaChandiok,Retweet,1
Sarla_kalra,Tweet,1
Saroj08943899,Tweet,1
Saroj09bala,Tweet,1
Saroj1709,Retweet,1
Saroj1709,Tweet,1
Saroj52025300,Retweet,1
Saroj69237313,Retweet,1
SarojAnand7,Retweet,1
SarojBhargav,Tweet,1
SarojChawda,Tweet,1
SarojSaini16,Tweet,1
SarojSeth33,Tweet,1
SarojSh40006994,Retweet,1
SarojSh40006994,Tweet,1
SarojSrivasta16,Tweet,2
SarojSukriti,Tweet,1
SarojaChundi,Tweet,1
Sarojakopparthi,Tweet,1
Sarojamma5,Tweet,1
Sarojin87207678,Tweet,1
SarojiniDevi16,Retweet,1
SarojiniGarella,Tweet,1
SarojiniSrivas1,Tweet,1
Sarthak95834837,Retweet,1
Sarvesh46880635,Retweet,1
Sarvjot6,Tweet,1
SastryPrasad,Tweet,1
SastryVasa,Retweet,1
SatNara49791235,Tweet,1
Satbiri5,Tweet,1
SatgurSharan,Tweet,3
Satgursarankap1,Tweet,1
Satguru32003431,Tweet,1
SatguruB,Tweet,1
SatguruMakran,Tweet,1
SatguruSaran1,Tweet,1
SatguruSharan2,Tweet,1
SatguruSharma,Tweet,1
SatguruShrivas2,Tweet,1
SathguruK,Retweet,3
SathguruK,Tweet,1
Satish07756680,Retweet,1
Satish40036018,Tweet,1
Satish51655659,Tweet,1
Satish79878433,Tweet,1
SatishA58551264,Retweet,1
SatishG37340679,Retweet,1
SatishK16769610,Reply,1
SatishM72023261,Tweet,1
SatishNarwal5,Tweet,1
SatishS31604674,Tweet,1
SatishT60353935,Retweet,1
Satish_verma55,Tweet,1
SatnamSingh012,Reply,1
Satnoorsaran1,Tweet,1
SatpalV86920474,Tweet,1
SatsangPramod,Retweet,1
SatsangPrem,Tweet,1
SatsangiAnkita,Retweet,1
SatsangiAnmol,Tweet,1
SatsangiBharat,Retweet,1
SatsangiChahat,Tweet,1
SatsangiDeepa,Tweet,1
SatsangiDheer,Retweet,1
SatsangiDheer,Tweet,1
SatsangiDk,Tweet,1
SatsangiGarima,Tweet,1
SatsangiGaurav,Tweet,2
SatsangiGeeta,Tweet,1
SatsangiGhan,Retweet,1
SatsangiGranth,Tweet,1
SatsangiJigyasa,Tweet,1
SatsangiKr,Tweet,1
SatsangiMamta,Tweet,1
SatsangiNamita,Retweet,1
SatsangiNeh,Tweet,1
SatsangiOp,Tweet,1
SatsangiPallavi,Tweet,1
SatsangiPinkey,Tweet,1
SatsangiPooja,Tweet,1
SatsangiPrakash,Tweet,1
SatsangiPraveen,Tweet,1
SatsangiPreeti,Tweet,1
SatsangiPremdas,Reply,1
SatsangiPremdas,Retweet,2
SatsangiPremdas,Tweet,1
SatsangiRadha,Retweet,6
SatsangiRadha,Tweet,1
SatsangiRakesh,Retweet,1
SatsangiRaman,Tweet,1
SatsangiRekha,Retweet,1
SatsangiShashi,Tweet,1
SatsangiSheela,Retweet,1
SatsangiShubha,Tweet,1
SatsangiSnehi,Tweet,1
SatsangiSonu,Tweet,1
SatsangiSufal,Tweet,1
SatsangiSumir,Tweet,1
SatsangiSushma,Reply,1
SatsangiSwati,Retweet,1
SatsangiSweta,Tweet,1
SatsangiTarun,Tweet,1
SatsangiVaibhav,Tweet,2
Satsangiaish,Retweet,1
Satsangiaish,Tweet,1
SatsaranTanwar,Tweet,1
Satsharan1,Tweet,1
SatyaAllamraju,Tweet,2
SatyaDe68358894,Retweet,1
SatyaPrakash437,Tweet,1
SatyaPrakashdb,Tweet,1
SatyaSachin5,Tweet,2
SatyaSomal,Tweet,1
SatyadharMitta,Tweet,1
SatyaleshK,Retweet,1
SatyaleshK,Tweet,1
SatyamManoj5,Tweet,1
Satyamsinhabxr,Retweet,1
Satyamsinhabxr,Tweet,1
Satyana52534310,Tweet,1
Satyanarayanatp,Retweet,2
Satyapa50595907,Tweet,1
SatyavathiG1,Tweet,1
Satyavathip1,Tweet,1
Satyend92533961,Tweet,1
Saurabh00471433,Retweet,1
Saurabh30923898,Tweet,1
Saurabh63544578,Tweet,1
SaurabhSatsngi,Retweet,1
SaurabhSharan8,Tweet,1
Saurabh_Kukki,Retweet,1
Saurabhem,Tweet,1
Savinay32709012,Tweet,1
Savita71772444,Tweet,1
Savita98605239,Tweet,1
SavitaMathur1,Retweet,1
SavitaS63799998,Tweet,2
SavitaSatsangi,Tweet,1
SavitaSeth1,Tweet,1
SavitaY93126659,Reply,1
SavitaY93126659,Tweet,1
Savita_db,Tweet,1
Savitri02357232,Tweet,1
Savitri365,Retweet,2
Savitri365,Tweet,1
Savitridrnn,Tweet,1
SawanKumar2512,Tweet,1
SawinderKaur5,Tweet,1
SaxenaSaran,Tweet,1
SaxsanaSm,Retweet,1
SaxsanaSm,Tweet,1
SaxsenaRajani,Retweet,1
SaxsenaRajani,Tweet,1
Schizophrenia8,Retweet,3
Science4all2017,Tweet,1
Scsrivastava10,Retweet,1
Seema04225796,Tweet,1
Seema09605972,Retweet,1
Seema30279951,Tweet,1
Seema31580734,Tweet,1
Seema97244400,Tweet,1
SeemaDe47188646,Retweet,1
SeemaGupta_123,Tweet,1
SeemaMe47045435,Tweet,1
SeemaPoddar9,Retweet,1
SeemaRa81452983,Retweet,1
SeemaRa81452983,Tweet,1
SeemaSh02,Tweet,1
SeemaSr82522931,Tweet,1
Seemars1966,Tweet,1
Seenaiah007,Tweet,1
Seeratsharma20,Retweet,1
Seetprakash,Tweet,2
SehgalBala,Tweet,1
SehgalBhakti,Retweet,1
SehgalPurnima,Tweet,1
SehgalUsha,Tweet,1
Sehgalajay81,Tweet,1
Seizal1,Tweet,1
SekhriNarinder,Tweet,1
ServanMandloi,Tweet,1
SeshaiahSetty,Retweet,2
SethiSwadesh,Tweet,1
Shabd,Retweet,2
Shabd,Tweet,1
ShabdBansiwal,Retweet,1
ShabdBansiwal,Tweet,1
ShabdGupta1,Retweet,1
ShabdMaahi,Tweet,1
ShabdMahima,Tweet,1
ShabdPanchal,Tweet,1
ShabdSwaroop4,Tweet,1
ShabdaPriyaa,Retweet,2
Shabdasindhu1,Tweet,1
Shabdhachandran,Tweet,1
Shabdsec,Retweet,3
Shabdsec,Tweet,1
Shafali64508406,Retweet,2
ShagalVerma,Tweet,1
ShahParmanand,Tweet,1
Shaila89910059,Retweet,1
ShailenderSats1,Tweet,2
Shailendra0010,Tweet,1
Shailendra2rs,Tweet,1
Shailes05685816,Retweet,1
Shailes05685816,Tweet,1
Shailes15489375,Tweet,1
Shailes72346473,Retweet,1
ShaileshKP05,Tweet,1
ShaileshKSharm7,Retweet,1
ShailiSingh14,Retweet,6
ShainaGoyal8,Tweet,1
Shakeer107,Tweet,1
ShaktiRani2,Tweet,1
Shakunt41223589,Tweet,1
Shakunt41468094,Retweet,1
Shakunt41468094,Tweet,1
Shakunt84084491,Tweet,1
Shakuntalagupt3,Tweet,1
Shakuntalamond1,Retweet,1
Shalini06615441,Tweet,1
ShaliniAmitSing,Tweet,1
ShaliniMishra82,Tweet,1
ShaliniSehgal8,Tweet,1
ShaliniWanchu,Tweet,1
Shambhu24625026,Retweet,1
Shambhu26943511,Retweet,1
Shambhu34742228,Retweet,1
Shamshe48762378,Tweet,1
Shankar32811411,Tweet,1
Shankar67017978,Tweet,1
Shanthi69124341,Tweet,1
ShantiD43134305,Retweet,6
ShantiD43134305,Tweet,1
ShantiDeviYadav,Retweet,1
ShantiPrasad16,Retweet,1
ShantiPrasad18,Retweet,1
ShantiS23633932,Tweet,1
ShantiSagar6,Retweet,1
ShantiSwarup14,Retweet,1
Shantip96235090,Retweet,1
ShanuSac,Tweet,1
Sharad52827676,Tweet,1
SharadA21700451,Retweet,1
SharadaMurum,Retweet,1
Sharadhadevi1,Tweet,1
Sharadk56322998,Tweet,1
SharanNihar,Tweet,1
SharanNishchal,Tweet,1
SharanSaheb,Retweet,1
SharanSrishti,Tweet,1
SharanashrayaP,Tweet,1
Sharankap,Retweet,1
Sharankap,Tweet,1
Sharava52741024,Tweet,2
ShardaD22193287,Tweet,1
ShardaMurumkar,Tweet,1
ShardaSahni5,Tweet,1
Shardapandey17,Retweet,1
Shardapandey17,Tweet,1
SharmRitu,Retweet,1
SharmaBahaar,Tweet,1
SharmaGurdayal,Tweet,1
SharmaGursharn,Retweet,1
SharmaNK13,Tweet,1
SharmaPbn,Tweet,1
SharmaSilla,Tweet,1
SharmaSrohitt,Tweet,1
SharmilaMantena,Tweet,1
SharnaNeha,Tweet,2
SharnaRabindra,Retweet,1
SharnaRabindra,Tweet,1
Shashan69017601,Retweet,1
Shashan69017601,Tweet,1
ShashiBalaindia,Retweet,1
ShashiG62175374,Tweet,1
ShashiGupta006,Tweet,1
ShashiMathur6,Retweet,3
ShashiMathur6,Tweet,1
ShashiMunjal2,Tweet,1
ShashiPrashant4,Tweet,1
ShashiS58049540,Retweet,1
Shashigarg13,Tweet,1
Shashik26855226,Retweet,1
ShashikalaSin20,Retweet,1
Shashim30470745,Tweet,2
Shashir83784837,Tweet,1
ShatmaJyoti,Retweet,1
ShatrujeetSin13,Tweet,1
Shatrutweets,Retweet,1
ShauryaGrover27,Tweet,1
Shavetagarg5,Tweet,1
Shavitri5,Retweet,1
Sheela45928071,Tweet,1
Sheela63931926,Retweet,1
SheelaSah1,Tweet,1
SheelaSinha3,Tweet,1
Sheetal088,Retweet,1
SheetalDRNN,Tweet,1
SheetalVishalG1,Tweet,1
ShefaliShriva17,Retweet,1
ShefaliShriva17,Tweet,1
Shefalim290780,Retweet,1
SheilaNarang,Retweet,4
Shels007,Tweet,1
SherSin31898703,Tweet,1
SherSinghNagar1,Tweet,1
SheshgiryambaV,Retweet,1
Shibendra3,Retweet,1
Shibendra3,Tweet,1
Shifali71512453,Retweet,1
ShikhaChopra11,Tweet,1
ShikhaD20805197,Tweet,1
ShikhaMathur30,Retweet,1
ShikhaSatsangi,Retweet,1
Shikhar024,Retweet,4
Shikhar024,Tweet,2
Shikhar14299955,Tweet,1
Shilpa80159948,Tweet,1
ShilpaB70230354,Tweet,1
ShilpaSehgal81,Tweet,1
Shilpi783,Tweet,1
ShilpiG29250236,Retweet,1
ShilpiKapoor6,Retweet,1
ShilpyShah,Tweet,1
ShinghSunder,Tweet,1
Shinkarreddy1,Tweet,1
ShitalKumarMat4,Tweet,1
ShitalMathur1,Tweet,1
ShivAlagh,Tweet,1
ShivKum16827755,Tweet,1
ShivPra38258711,Tweet,1
ShivPra73710609,Retweet,1
ShivSharanGupt6,Tweet,1
ShivamK75385993,Tweet,1
ShivamK96164157,Tweet,1
Shivana77156246,Tweet,1
ShivanarayanVe1,Retweet,2
Shivang09645398,Tweet,1
Shivani09031997,Tweet,1
Shivani12Thakur,Tweet,1
Shivani13587199,Tweet,1
Shivani88383709,Tweet,1
ShivaniNaresh,Tweet,1
Shivanishabd,Retweet,1
Shivare51239945,Reply,1
Shivend95224634,Retweet,1
ShivendraGaur3,Retweet,1
Shivjee75528575,Retweet,6
Shlok0212,Tweet,1
Shobha06710214,Retweet,2
ShobhaIvaturi,Retweet,1
ShobhaIvaturi,Tweet,2
ShobhaKapoorRN,Tweet,1
ShobhaV51879383,Tweet,1
Shobhit77507693,Tweet,1
ShobhitAditya,Tweet,1
Shobhita13,Tweet,1
ShobhitaTonk,Tweet,1
ShobhnaAwasthi_,Tweet,1
ShoryaKoomar,Tweet,1
ShouryaPrakash7,Retweet,1
ShouryaPrakash7,Tweet,1
Shraddh63860131,Retweet,1
ShraddhaSeth2,Retweet,1
ShrashtiSolanki,Retweet,2
ShravsThoughts,Tweet,1
Shrawanmahato17,Tweet,1
ShreeHina,Tweet,1
ShreeMehar,Tweet,1
ShreyTanwar11,Tweet,1
Shreya87183169,Tweet,1
ShreyaSingal,Retweet,2
ShreyaSingal,Tweet,1
ShreyaTanwar2,Tweet,1
Shridevyadav2,Retweet,18
Shridevyadav2,Tweet,1
Shripal17218645,Tweet,1
Shrisht53143652,Reply,1
ShrishtiSood,Tweet,1
ShrivastaSheelu,Tweet,1
ShrivastavaPp,Tweet,1
ShrodhhaS,Tweet,1
ShromaniS,Tweet,1
Shruti21457817,Retweet,4
Shruti21457817,Tweet,1
Shruti86299429,Retweet,2
Shruti86299429,Tweet,1
ShrutiBhatia16,Tweet,1
ShrutiCaprihan,Tweet,1
ShrutiG25448803,Tweet,1
ShrutiTalwar3,Tweet,1
Shubbu98627131,Retweet,1
Shubham06706082,Tweet,1
Shubham57114658,Tweet,1
Shubham98130098,Retweet,1
ShubhamKainth29,Tweet,1
ShubhamSalgotr3,Retweet,1
Shubhangi2869,Tweet,1
ShubhangiSaggar,Tweet,1
Shuchi96890236,Tweet,1
Shushma_rs,Tweet,1
Shweta00724770,Retweet,1
Shweta20301156,Tweet,1
Shweta94705369,Tweet,2
ShwetaKoomar,Tweet,1
ShwetaMehta9,Retweet,1
ShwetaR81375176,Retweet,1
Shwetaverma2011,Retweet,1
Shyam67847862,Retweet,1
ShyamBa79088291,Tweet,1
ShyamBabu1402,Tweet,1
Shyamsundari3,Tweet,1
ShyamsunderBar2,Retweet,1
ShyamsunderBar2,Tweet,1
SidantB,Tweet,1
SiddhantiBn,Retweet,1
SiddhantiBp,Retweet,1
Siddhar39177357,Tweet,1
Siddhar61125099,Retweet,3
SiddharthG2803,Tweet,1
SiddharthaPb,Tweet,1
SiddsGupta,Tweet,1
SigmaSixQ,Retweet,1
SikarSecretory,Retweet,1
Simi1003,Retweet,1
SimmiAr48265441,Tweet,1
SimmiMishra7,Retweet,35
SimmiMishra7,Tweet,3
Simran0506,Tweet,1
SimranW06153096,Tweet,1
Sindhu38140744,Tweet,1
Sindhu71400590,Tweet,1
SindhusutaM,Tweet,1
SingalRagini,Tweet,1
SingalSumir,Retweet,1
SingalSumir,Tweet,1
SingalSwarn,Tweet,2
SinghAdityanegi,Tweet,1
SinghFauja1,Retweet,1
SinghGursaran,Tweet,1
SinghLavleen,Tweet,1
SinghPyari,Reply,1
SinghalRajinder,Tweet,1
SinghalSumiran,Retweet,1
Singhrukmi07,Retweet,1
SinglaGursharan,Tweet,1
SinhaAradhana,Tweet,1
SinhaChanchala,Tweet,1
SinhaSuchin,Tweet,1
SirMahaRajSingh,Retweet,1
SitaKumariYada1,Retweet,1
SitaKumariYada1,Tweet,1
SitaPati20,Tweet,1
Sitaramachandr5,Tweet,1
Sitaramalakshm5,Tweet,1
Siva79813152,Tweet,1
Siva90937788,Tweet,1
SivaPra36295012,Retweet,1
SivaPra36295012,Tweet,3
SivramDhurvey,Tweet,1
SkBhatnagar123,Tweet,1
SkGupta19521957,Tweet,1
SklmGurudas,Retweet,1
SklmMani,Retweet,1
Skumarbawa1,Tweet,1
SmitaBhatnagar4,Retweet,1
SmitaBhatnagar4,Tweet,1
SmitaChandra6,Retweet,1
SmitaPa78618750,Retweet,1
SmitaSamVerma,Retweet,1
SmitaSamVerma,Tweet,1
Smrati19,Retweet,1
SmritiCap,Tweet,1
Smsaxsena,Tweet,1
SnehLat07010767,Tweet,2
SnehaAr36223447,Tweet,1
SnehaDev4,Tweet,1
SnehaSah9,Retweet,5
SnehaSah9,Tweet,1
SnehaSharan9,Tweet,1
SoamiBhatia,Tweet,1
SoamiPyari1,Retweet,2
SoamiPyari1,Tweet,1
SoamiSaran3,Tweet,1
SoamiSaranSingh,Retweet,1
SoamidasMalik,Tweet,1
SobhaNirmala,Tweet,1
SohangChopra,Tweet,1
SohangMathur,Tweet,1
SohanshiiBhatia,Tweet,1
SolaiappanK54,Retweet,60
SolaiappanK54,Tweet,2
SomNemani,Tweet,1
SomalSatya,Retweet,5
SomalSatya,Tweet,1
SomanchiSrikan1,Tweet,1
Somma30272816,Tweet,1
SomnathBalaka,Tweet,1
SonalRupesh,Retweet,2
SonalRupesh,Tweet,1
Sonalchandra7,Retweet,1
Sonalchandra7,Tweet,1
SoniSah3,Tweet,1
SoniSamrath,Tweet,1
Sonia01134384,Tweet,1
Sonia05969027,Tweet,1
SoniaAr66837435,Tweet,1
SoniaNain29,Retweet,1
SoniaNain29,Tweet,1
SoniaNigamrs,Retweet,1
SoniaSri18,Retweet,1
SoniaVerma81,Retweet,3
Sonika29157532,Tweet,1
SonikaDei,Tweet,1
SonikaS42589491,Tweet,2
Soniyaguptarb,Tweet,1
Sonu65575262,Retweet,1
Sonu73244076,Retweet,1
SonuGup81928183,Retweet,8
SonuGup81928183,Tweet,1
SonuSag00724826,Tweet,1
Sonu_sharma79,Retweet,2
Sonu_sharma79,Tweet,1
SourabGill,Retweet,1
SourabhNamita,Tweet,1
Sowbhagyavathy1,Tweet,1
Sowjany46032682,Tweet,2
Sowjany50150477,Tweet,1
Sowjanyalathap,Tweet,1
Sowmyas49022700,Tweet,1
SpSafi,Retweet,1
SparshCaprihan,Tweet,1
Spsinha11,Retweet,1
SpyariC,Tweet,1
Sraju03049672,Tweet,1
Sravani77029826,Retweet,1
Sravani83912457,Tweet,1
Sreenu61501473,Tweet,1
Sreeram40953889,Tweet,1
Sridevi08375582,Tweet,1
Sridevipanugant,Tweet,1
SrinivasAkella6,Retweet,2
SripriyaSatsang,Retweet,3
SripriyaSatsang,Tweet,4
SrishtiBhatnag5,Tweet,1
SriushasriK,Tweet,1
SrivaChandrvns,Retweet,1
SrivardhiniK,Retweet,1
SrivardhiniK,Tweet,1
SrivasSandesh,Retweet,1
SrivastavSumira,Retweet,1
SrivastavaSaraj,Retweet,1
SrivastavaSaran,Retweet,3
SrivastavaTaran,Retweet,3
Ssharma088,Retweet,1
SualalY,Retweet,1
Subba77270738,Reply,1
SubbaKapila,Tweet,1
SubbalakshmiRao,Retweet,1
SubbalakshmiRao,Tweet,1
SubbannaRama,Retweet,2
Subbara63955534,Reply,1
Subh121212,Retweet,2
SubhaReddy10,Tweet,1
Subhadhra2,Retweet,1
Subhadhra2,Tweet,1
SubhadraSrivas1,Tweet,1
Subhash49621879,Tweet,1
Subhash71737413,Retweet,1
Subhash73489284,Tweet,1
Subhash75485608,Tweet,1
Subhash93231514,Tweet,1
SubhashBaranwa3,Tweet,1
SubhashChhabr14,Retweet,1
SubhashChhabr14,Tweet,1
SubhashEveney,Tweet,1
SubhashKabra5,Retweet,1
SubhashNagar13,Tweet,1
SubhashgoyalIAF,Tweet,1
Subhashni9,Tweet,1
Subrahm36058338,Tweet,1
SubramanyamJum,Tweet,1
SuchanaMallick,Retweet,2
SudamaDave,Tweet,1
SudeepEmcure,Tweet,1
SudeshBhatia4,Tweet,1
SudeshJain17,Tweet,1
Sudha588,Tweet,1
SudhaBhatnagar4,Tweet,1
SudhaGoyal46,Tweet,1
SudhaGu38173301,Retweet,1
SudhaMukerjee,Retweet,1
SudhaMukerjee,Tweet,1
SudhaRa12815042,Tweet,1
SudhaSahgal,Retweet,1
Sudha_Gupta1509,Tweet,1
Sudhakulshresh3,Retweet,1
Sudhama21386164,Reply,1
Sudhans73895210,Tweet,1
SudhanshuModi2,Retweet,11
SudhanshuModi2,Tweet,2
SudharshanKaur,Tweet,1
Sudhi87366210,Retweet,2
Sudhi87366210,Tweet,1
SudhirG57513474,Retweet,1
SudhirK70219814,Retweet,1
SudhirMandloi4,Tweet,2
SudhirS84854086,Tweet,1
SugamSaran,Tweet,1
SugandhaSingha1,Tweet,1
Sugandha_vrma,Retweet,1
SugandhiLeela,Tweet,1
Sujata30860639,Tweet,1
Sujeetkrgupta4,Reply,1
Sujeetkrgupta4,Retweet,1
Sujitdayal,Tweet,2
SukardayalS,Retweet,1
Sukhdayal2,Tweet,1
SukhiSi51915201,Tweet,1
SukhiaShashi,Tweet,1
SukhijaHema,Tweet,1
SuloRadhasoami,Tweet,1
SulochnaVerma1,Tweet,1
Suman70752114,Retweet,2
SumanAr32112727,Retweet,1
SumanBhatnagar5,Tweet,1
SumanDayal3,Retweet,1
SumanMathur11,Tweet,1
SumanRa42490261,Retweet,2
SumanRa42490261,Tweet,1
SumanSharma995,Retweet,1
SumanSi21034880,Retweet,2
SumanSr51725093,Tweet,1
Suman_Saran_,Tweet,1
Sumanlata1976,Tweet,1
Sumant_SR,Tweet,1
SumatiJund,Tweet,1
Sumedha48290069,Tweet,1
SumedhaSuman,Retweet,1
SumedhaSuman,Tweet,1
SumeetA28956199,Retweet,1
SumirUmmatt1994,Tweet,1
Sumiran26047234,Reply,1
SumiranGoel,Tweet,1
SumiranSingh3,Tweet,1
SumiranSrivasta,Tweet,1
Sumiransinha18,Retweet,1
Sumiranyadavrs,Retweet,1
SumirrUmmmattt,Tweet,1
SumitGu86930410,Tweet,1
SumitKu29719416,Tweet,1
SumitKu79646177,Tweet,1
SumitSa72926013,Retweet,1
SumitSh42355081,Tweet,1
Sumita11233320,Tweet,1
Sumita68246776,Tweet,1
Sumita72797384,Retweet,1
SumitaRana4,Tweet,1
SumitaSrivastav,Retweet,3
Sumitkashyap777,Retweet,1
Sumitkumar2509,Tweet,1
Sumitra20795416,Tweet,1
SumitraVerma10,Tweet,1
Sumitspirits1,Tweet,1
Summitgupta08,Retweet,1
Sunaina0020,Tweet,1
SunainaAvasthi,Tweet,1
Sunainagrover79,Tweet,1
SunaineS,Tweet,1
Sunanda83790533,Tweet,1
Sunandasharma64,Retweet,1
Sunandasharma64,Tweet,1
Sundarr40988181,Tweet,1
Sunders73881384,Tweet,1
Sundersingh002,Retweet,1
Sundersingh002,Tweet,2
Suneel52076678,Tweet,1
SuneetaY1,Retweet,1
Sunil09808112,Tweet,1
Sunil20264,Reply,1
Sunil20264,Retweet,2
SunilCh19696365,Retweet,1
SunilKa33737604,Tweet,1
SunilKh89501837,Tweet,1
SunilKu09772138,Tweet,1
SunilKu10637020,Tweet,1
SunilKu14590856,Tweet,1
SunilKu31822818,Tweet,1
SunilKu77678929,Retweet,1
SunilKumarBarn7,Retweet,1
SunilKumarDRNN,Tweet,1
SunilSr47571241,Retweet,1
SunilkumarTane2,Retweet,1
Sunilsa29115068,Retweet,1
Sunilsa29115068,Tweet,2
Sunilsa95165276,Reply,1
Sunita09971703,Tweet,1
Sunita2801,Tweet,1
Sunita3035,Tweet,1
Sunita36285319,Retweet,1
Sunita83045950,Tweet,1
SunitaAro,Retweet,1
