handle,ID String,Tweet,Retweet,Reply,Total,#tweets,#followers,#friends,Joining Date,n-cubit related %age,Score-English,Score-Universal,Score-Network,Score-Content,Score-Sentiment,Score-Temporal,Score-Friend,Score-User
A3Parashar,864950193246130176,0,1,0,1,2,0,2,Wed May 17 21:06:10 2017,0.5,0.72,0.738,0.961054752865,0.73,0.73,0.896191644517,0.86,0.781023906961
AABB58518873,863673354997428226,1,1,0,2,26,2,1,Sun May 14 08:32:28 2017,0.0769230769231,0.57,0.54,0.89,0.82,0.31,0.74,0.87,0.51
AAGupta6,864092094171799552,0,1,0,1,2,0,1,Mon May 15 12:16:24 2017,0.5,0.685,0.66,0.776301438646,0.74,0.64,0.971857989538,0.88,0.717617021277
AARTINAGAR14,862917116827058176,1,0,0,1,1,1,3,Fri May 12 06:27:27 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AArati771,863254173428703232,1,0,0,1,1,0,1,Sat May 13 04:46:48 2017,1.0,0.56,0.789786602043,0.840246053348,0.75,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ABSSRao1,863555472238014468,1,0,0,1,1,0,0,Sun May 14 00:44:03 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ADeepke,863626479736934400,1,0,0,1,1,1,20,Sun May 14 05:26:12 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AGAM07699068,863039316225777665,1,1,0,2,2,0,20,Fri May 12 14:33:02 2017,1.0,0.83,0.5,0.775604697263,0.78,0.361346662576,0.787951843463,0.36,0.577757847534
AGAM45098999,861625774520061952,1,0,0,1,1,3,21,Mon May 08 16:56:07 2017,1.0,0.84,0.789786602043,0.840246053348,0.96,0.77,0.787951843463,0.793147133651,0.783886357497
AGAMRAJPUT3,863042556346552320,1,1,0,2,2,0,20,Fri May 12 14:45:54 2017,1.0,0.52,0.54,0.775604697263,0.89,0.361346662576,0.787951843463,0.35,0.6
AGAMSHAHNGPRS,864823621679816705,0,1,0,1,18,0,0,Wed May 17 12:43:13 2017,0.0555555555556,0.48,0.59,0.85,0.56,0.52,0.73,0.69,0.59
AHNAKRISTHA,862360443377119234,2,0,0,2,149,23,27,Wed May 10 17:35:26 2017,0.0134228187919,0.56,0.46,0.06,0.56,0.69,0.63,0.46,0.31
AJAGANTPT,863763927796129792,0,2,0,2,2,2,14,Sun May 14 14:32:23 2017,1.0,0.72,0.79,0.961054752865,0.72,0.79,0.942305822347,0.87,0.79
AKASHDEEP0000,863399336951951361,1,0,0,1,1,2,1,Sat May 13 14:23:37 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AKASHKU47931067,863622728603009024,1,0,0,1,1,0,22,Sun May 14 05:11:18 2017,1.0,0.8,0.983532829531,0.802706715068,0.9,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AKChaurasiabpl,863630387888537601,0,2,0,2,33,6,19,Sun May 14 05:41:44 2017,0.0606060606061,0.66,0.45,0.79,0.72,0.64,0.6,0.57,0.43
AKDevi_db,862831503721496576,2,0,0,2,3,1,7,Fri May 12 00:47:15 2017,0.666666666667,0.72,0.74,0.797621863222,0.74,0.74,0.81,0.89,0.79
AKMallick7,863647655058169857,0,1,0,1,17,3,5,Sun May 14 06:50:21 2017,0.0588235294118,0.69,0.55,0.89,0.81,0.6,0.913185213646,0.87,0.58
AKSingh852,863595999486410752,1,0,0,1,1,0,0,Sun May 14 03:25:05 2017,1.0,0.69,0.789786602043,0.840246053348,0.81,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AKiransatsangi,861837213327347713,1,14,0,15,67,13,80,Tue May 09 06:56:18 2017,0.223880597015,0.57,0.47,0.27,0.61,0.81,0.62,0.53,0.26
AMARKUMARPANDE,862338590566699009,1,0,0,1,1,2,20,Wed May 10 16:08:36 2017,1.0,0.09,0.789786602043,0.840246053348,0.17,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AMARNATH_15,863532581513515008,0,1,0,1,3,1,1,Sat May 13 23:13:05 2017,0.333333333333,0.76,0.59,0.776301438646,0.81,0.73,0.948823078265,0.88,0.68537486881
AMITKUM02100040,863569049455923200,0,2,0,2,2,3,22,Sun May 14 01:38:00 2017,1.0,0.73,0.71,0.961054752865,0.78,0.71,0.947044232111,0.86,0.743183531374
AMITKUM65221795,863616496739790849,1,0,0,1,1,0,20,Sun May 14 04:46:32 2017,1.0,0.64,0.789786602043,0.840246053348,0.75,0.7,0.787951843463,0.793147133651,0.783886357497
AMRITSH36321223,862730858222022656,0,1,0,1,23,3,43,Thu May 11 18:07:20 2017,0.0434782608696,0.59,0.54,0.71,0.57,0.79,0.73,0.61,0.66
AM_040389,863580516729081856,1,1,0,2,3,4,5,Sun May 14 02:23:34 2017,0.666666666667,0.68,0.71,0.507975680881,0.81,0.86,0.63,0.66,0.73
ANANDKU79049701,863571699832434689,0,2,0,2,5,3,21,Sun May 14 01:48:32 2017,0.4,0.78,0.69,0.33,0.89,0.86,0.925807306421,0.86,0.787931034483
ANANTPREM1,862336712550359040,1,0,0,1,3,0,0,Wed May 10 16:01:08 2017,0.333333333333,0.3,0.613944919426,0.840246053348,0.41,0.361346662576,0.82,0.793147133651,0.27
ANANYAPREM1,862332230093373440,1,0,0,1,2,0,20,Wed May 10 15:43:19 2017,0.5,0.21,0.39,0.840246053348,0.3,0.361346662576,0.96,0.793147133651,0.23
ANILSRI27218487,864826542903488516,0,2,0,2,19,1,1,Wed May 17 12:54:50 2017,0.105263157895,0.57,0.44,0.69,0.6,0.74,0.74,0.63,0.66
ANITADE14396875,864502343953334272,0,1,0,1,7,1,23,Tue May 16 15:26:35 2017,0.142857142857,0.72,0.67,0.965179950768,0.86,0.65,0.929567407431,0.88,0.65
ANKITA_0403,863007818244399104,1,2,0,3,4,2,2,Fri May 12 12:27:52 2017,0.75,0.57,0.73,0.961054752865,0.7,0.82,0.67,0.53,0.58
ANKURKAKKAR12,863562034545270784,1,0,0,1,1,3,1,Sun May 14 01:10:08 2017,1.0,0.56,0.789786602043,0.840246053348,0.75,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ANSHARIYA2015,863297269453516805,1,0,0,1,1,0,21,Sat May 13 07:38:03 2017,1.0,0.843333333333,0.789786602043,0.840246053348,0.89,0.79,0.787951843463,0.793147133651,0.783886357497
ANU8158,865099180066209796,1,0,0,1,1,4,21,Thu May 18 06:58:12 2017,1.0,0.95,0.789786602043,0.840246053348,0.83,0.48,0.787951843463,0.793147133651,0.783886357497
ANUPAMS1710,862698416312246272,1,0,0,1,1,4,74,Thu May 11 15:58:25 2017,1.0,0.86,0.789786602043,0.840246053348,0.81,0.77,0.787951843463,0.793147133651,0.783886357497
ANURAGN40281248,863256955162210304,1,0,0,1,1,3,2,Sat May 13 04:57:51 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
APGaur,862877782367498241,0,1,0,1,9,0,2,Fri May 12 03:51:09 2017,0.111111111111,0.59,0.65,0.86,0.81,0.41,0.875807306421,0.87,0.567551020408
ARCHANA163JHA,862323203682717696,0,1,0,1,11,3,20,Wed May 10 15:07:27 2017,0.0909090909091,0.7,0.61,0.82,0.83,0.69,0.68,0.73,0.57
ARLRao1,846722028803686401,0,6,0,6,150,86,211,Tue Mar 28 13:53:57 2017,0.04,0.33,0.37,0.19,0.55,0.56,0.46,0.42,0.27
ARadhapyari,862486907082637312,1,0,0,1,1,0,0,Thu May 11 01:57:57 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ARoy2684,863658419127029760,0,1,0,1,18,45,81,Sun May 14 07:33:07 2017,0.0555555555556,0.58,0.57,0.86,0.8,0.58,0.904733756213,0.743333333333,0.51
ASATYAN54854766,863569263063322624,1,0,0,1,1,0,0,Sun May 14 01:38:51 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ASHOKBTC,863376310336237568,1,0,0,1,1,0,0,Sat May 13 12:52:07 2017,1.0,0.8,0.789786602043,0.840246053348,0.86,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ASHOKSA42323342,863623119487082496,1,0,0,1,1,0,20,Sun May 14 05:12:51 2017,1.0,0.82,0.823324399489,0.803186734523,0.75,0.754656436355,0.787951843463,0.82,0.783886357497
ASRCop,838459883624226818,0,1,0,1,10,525,1,Sun Mar 05 18:43:08 2017,0.1,0.6,0.48,0.52,0.65,0.51,0.5,0.49,0.61
ASRagini2,863767548990377985,1,1,0,2,3,0,21,Sun May 14 14:46:46 2017,0.666666666667,0.75,0.57,0.776301438646,0.82,0.91,0.969686043837,0.88,0.48
ASahrama,863611017410039808,1,1,0,2,10,0,1,Sun May 14 04:24:46 2017,0.2,0.6,0.55,0.85,0.64,0.6,0.713282586511,0.7,0.52
ASaikrishna17,863326942098898944,1,0,0,1,1,0,0,Sat May 13 09:35:57 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ASaikrishna20,863327539850133508,1,0,0,1,1,0,0,Sat May 13 09:38:20 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ASubhramanyam,863568454711988229,1,0,0,1,1,0,0,Sun May 14 01:35:38 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ATOLIPRAKASH321,863707984802742272,1,0,0,1,1,0,0,Sun May 14 10:50:05 2017,1.0,0.86,0.789786602043,0.840246053348,0.87,0.72,0.787951843463,0.793147133651,0.783886357497
AVENUGOPAL1969,863291142653325312,1,0,0,1,1,0,21,Sat May 13 07:13:42 2017,1.0,0.833333333333,0.789786602043,0.840246053348,0.91,0.79,0.787951843463,0.793147133651,0.783886357497
AVINASH10434576,863627035440271362,1,0,0,1,1,1,20,Sun May 14 05:28:25 2017,1.0,0.89,0.789786602043,0.840246053348,0.97,0.75,0.787951843463,0.793147133651,0.783886357497
AVenkateshwar3,862274735333404672,1,0,0,1,1,2,20,Wed May 10 11:54:51 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
A_BHARATHITPT,863765231348047872,0,2,0,2,2,2,2,Sun May 14 14:37:33 2017,1.0,0.7,0.76,0.961054752865,0.72,0.79,0.962305822347,0.87,0.7
A_Nanavaty,863414271132270592,1,0,0,1,1,0,0,Sat May 13 15:22:58 2017,1.0,0.91,0.789786602043,0.840246053348,0.85,0.83,0.787951843463,0.793147133651,0.783886357497
Aadarsh_sagar,863621123094794240,1,0,0,1,1,0,0,Sun May 14 05:04:55 2017,1.0,0.64,0.983532829531,0.802706715068,0.66,0.95,0.787951843463,0.793147133651,0.783886357497
AadityaChoudhr1,863581032980918276,1,0,0,1,1,5,2,Sun May 14 02:25:37 2017,1.0,0.88,0.789786602043,0.840246053348,0.8,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Aakanksha1406,863771915332145153,1,0,0,1,1,2,101,Sun May 14 15:04:07 2017,1.0,0.99,0.789786602043,0.840246053348,0.97,0.79,0.787951843463,0.793147133651,0.783886357497
Aanand44035663,863299918701764608,2,0,0,2,3,2,21,Sat May 13 07:48:34 2017,0.666666666667,0.6,0.41,0.803186734523,0.91,0.86,0.77,0.793147133651,0.44
Aanchal02081994,863790452801236992,1,0,0,1,1,0,0,Sun May 14 16:17:47 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AaoSkjain,3295122277,0,5,0,5,5617,74,89,Sun Jul 26 12:03:31 2015,0.00089015488695,0.25,0.23,0.26,0.38,0.31,0.29,0.29,0.07
AaradhitaKaler,863441609286979584,1,0,0,1,1,6,39,Sat May 13 17:11:36 2017,1.0,0.92,0.789786602043,0.840246053348,0.64,0.48,0.787951843463,0.793147133651,0.783886357497
AaradhyaGupta8,863558562026582016,1,0,0,1,1,3,1,Sun May 14 00:56:20 2017,1.0,0.65,0.787833735569,0.803186734523,0.17,0.79,0.787951843463,0.793147133651,0.783886357497
AaratSharma,863660588106366976,1,0,0,1,1,0,0,Sun May 14 07:41:45 2017,1.0,0.88,0.789786602043,0.840246053348,0.81,0.91,0.787951843463,0.793147133651,0.783886357497
Aaratb,1871635957,0,2,0,2,800,70,149,Mon Sep 16 13:07:33 2013,0.0025,0.17,0.22,0.1,0.26,0.27,0.41,0.13,0.17
AarathVG,840936658069536769,1,0,0,1,19,9,27,Sun Mar 12 14:44:57 2017,0.0526315789474,0.59,0.45,0.59,0.58,0.89,0.62,0.61,0.67
AarathiG,864007295801405440,1,1,0,2,2,0,0,Mon May 15 06:39:26 2017,1.0,0.62,0.52,0.775604697263,0.9,0.361346662576,0.787951843463,0.357956054231,0.437617021277
AarathiNandyala,863562367312855040,1,2,0,3,6,5,98,Sun May 14 01:11:27 2017,0.5,0.63,0.49,0.654761904762,0.68,0.09,0.76,0.49,0.48
AaravSoaminagar,863703740607377408,1,0,0,1,1,1,1,Sun May 14 10:33:13 2017,1.0,0.33,0.983532829531,0.802706715068,0.31,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AarnaSrivastava,863319969022459905,0,1,0,1,1,3,6,Sat May 13 09:08:15 2017,1.0,0.818571428571,0.836946844349,0.797621863222,0.68,0.361346662576,0.787951843463,0.383782418622,0.783886357497
Aarti58029901,863678293110800384,1,0,0,1,1,1,1,Sun May 14 08:52:06 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Aarti65199869,863611509821145088,1,0,0,1,2,0,21,Sun May 14 04:26:43 2017,0.5,0.8,0.61,0.797621863222,0.73,0.423440514469,0.787951843463,0.88,0.48
AartiChopra1969,862932892078546945,1,0,0,1,1,23,53,Fri May 12 07:30:08 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AartiGu38928183,862568399691501568,1,0,0,1,1,1,23,Thu May 11 07:21:47 2017,1.0,0.79,0.789786602043,0.840246053348,0.89,0.72,0.787951843463,0.793147133651,0.783886357497
AartiKhattar2,863435975749390336,1,0,0,1,1,2,50,Sat May 13 16:49:13 2017,1.0,0.91,0.789786602043,0.840246053348,0.9,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AartiSharma1507,863553023317913601,0,1,0,1,17,0,20,Sun May 14 00:34:19 2017,0.0588235294118,0.7,0.56,0.89,0.81,0.6,0.723497068616,0.87,0.55
Aarti__saxena,863605462855438337,1,0,0,1,4,0,23,Sun May 14 04:02:42 2017,0.25,0.84,0.59,0.840246053348,0.9,0.94,0.9,0.793147133651,0.51
AarushiMathur2,863622266558361601,1,3,0,4,4,1,1,Sun May 14 05:09:28 2017,1.0,0.7,0.74,0.507975680881,0.66,0.78,0.827615062762,0.64,0.837931034483
AaryanBajaj1,863419691854815232,1,1,0,2,3,5,10,Sat May 13 15:44:30 2017,0.666666666667,0.69,0.59,0.566115079365,0.52,0.361346662576,0.99,0.707909388136,0.7
AashaRa80479165,863453820730429442,1,0,0,1,1,15,85,Sat May 13 18:00:07 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AashnaGaur,863626108847112192,1,0,0,1,1,0,0,Sun May 14 05:24:44 2017,1.0,0.46,0.385553637201,0.840246053348,0.5475,0.361346662576,0.05,0.793147133651,0.429766437648
Aasthanurag,863767326180741120,1,0,0,1,1,0,0,Sun May 14 14:45:53 2017,1.0,0.87,0.789786602043,0.840246053348,0.8,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AayushC01,863581586159157248,0,0,1,1,1,4,60,Sun May 14 02:27:49 2017,1.0,0.97,0.828013873725,0.92446458916,0.73,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AbeerSri2009,864110139975938048,1,1,0,2,2,0,1,Mon May 15 13:28:06 2017,1.0,0.85,0.59,0.797621863222,0.86,0.344979018612,0.787951843463,0.65,0.61537486881
AbhaGup45329457,863740586154631169,0,1,0,1,18,2,2,Sun May 14 12:59:38 2017,0.0555555555556,0.58,0.57,0.86,0.7,0.65,0.841122433377,0.743333333333,0.55
AbhaMathur4,863555980524744704,1,0,0,1,1,1,0,Sun May 14 00:46:04 2017,1.0,0.88,0.983532829531,0.802706715068,0.91,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Abhay1937,865620496498409472,1,0,0,1,5,3,1,Fri May 19 17:29:43 2017,0.2,0.65,0.47,0.812461504495,0.705,0.94,0.76,0.44,0.64
AbhayKantGupta3,863613259521417216,1,0,0,1,1,0,0,Sun May 14 04:33:41 2017,1.0,0.79,0.789786602043,0.840246053348,0.9,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AbhayKu52108040,863576980243054592,1,0,0,1,2,4,8,Sun May 14 02:09:31 2017,0.5,0.65,0.73,0.840246053348,0.88,0.88,1.0,0.793147133651,0.59
Abhi370uk,862551443525349376,1,0,0,1,3,10,7,Thu May 11 06:14:24 2017,0.333333333333,0.79,0.63,0.566115079365,0.81,0.86,0.99,0.77,0.7
Abhijee72215175,863617806008545281,1,0,0,1,1,17,96,Sun May 14 04:51:45 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Abhijee98033567,863732519602200576,1,0,0,1,1,0,0,Sun May 14 12:27:34 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AbhijeetSandhu3,863755031035727872,0,1,0,1,18,16,57,Sun May 14 13:57:02 2017,0.0555555555556,0.63,0.6,0.89,0.66,0.61,0.61,0.743333333333,0.56
Abhijim77,863416298323140608,1,0,0,1,1,0,30,Sat May 13 15:31:01 2017,1.0,0.96,0.789786602043,0.840246053348,0.83,0.48,0.787951843463,0.793147133651,0.783886357497
Abhilas20551862,863578973439242241,1,0,0,1,1,1,1,Sun May 14 02:17:26 2017,1.0,0.91,0.789786602043,0.840246053348,0.9,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Abhilas68787093,862671423176818689,0,2,0,2,4,2,28,Thu May 11 14:11:09 2017,0.5,0.72,0.75,0.923924242424,0.87,0.73,0.67775862069,0.88,0.71
AbhinavBansiwa1,864178223097286660,0,1,0,1,17,3,42,Mon May 15 17:58:38 2017,0.0588235294118,0.66,0.49,0.93,0.72,0.56,0.790896651813,0.7,0.49
AbhinavS_S,861557803722452992,0,1,0,1,2,0,2,Mon May 08 12:26:02 2017,0.5,0.82,0.86,0.797621863222,0.76,0.88,0.787951843463,0.65,0.853892111031
AbhiruchiAnjan1,863584957012353024,1,0,0,1,1,0,21,Sun May 14 02:41:13 2017,1.0,0.57,0.789786602043,0.840246053348,0.85,0.753684210526,0.787951843463,0.793147133651,0.783886357497
Abhishe00825405,863589604720615424,1,0,0,1,1,0,0,Sun May 14 02:59:41 2017,1.0,0.54,0.789786602043,0.840246053348,0.65,0.6115,0.787951843463,0.793147133651,0.783886357497
Abhishe25642286,863590419724066817,0,2,0,2,18,0,2,Sun May 14 03:02:55 2017,0.111111111111,0.68,0.59,0.85,0.8,0.58,0.79,0.7,0.58
Abhishe88651864,863561489541738496,1,0,0,1,1,8,19,Sun May 14 01:07:58 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Abhishe95313636,863725766143594499,1,0,0,1,1,0,0,Sun May 14 12:00:44 2017,1.0,0.91,0.789786602043,0.840246053348,0.82,0.93,0.787951843463,0.793147133651,0.783886357497
Abhishe97013275,863605606292234240,0,1,0,1,17,0,20,Sun May 14 04:03:16 2017,0.0588235294118,0.69,0.55,0.89,0.81,0.6,0.858340530711,0.87,0.59
Abhishek202037,865453796226342912,1,1,0,2,2,0,0,Fri May 19 06:27:19 2017,1.0,0.59,0.50779342723,0.775604697263,0.9,0.361346662576,0.787951843463,0.357956054231,0.57537486881
AbhishekViewly,863075499379130370,1,0,0,1,4,0,20,Fri May 12 16:56:49 2017,0.25,0.75,0.31,0.840246053348,0.91,0.92,0.77,0.793147133651,0.21
Abhishek_k_,295258359,1,2,0,3,858,668,1048,Sun May 08 17:31:39 2011,0.0034965034965,0.29,0.22,0.53,0.63,0.32,0.12,0.33,0.14
AchalMogla,3579324378,1,0,0,1,55,35,21,Wed Sep 16 05:35:12 2015,0.0181818181818,0.3,0.26,0.15,0.64,0.57,0.5,0.28,0.18
AchalNihar,863689610773188608,1,0,0,1,1,0,1,Sun May 14 09:37:04 2017,1.0,0.88,0.983532829531,0.802706715068,0.91,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AchalSadhna,863620672987160576,1,0,0,1,1,0,0,Sun May 14 05:03:08 2017,1.0,0.84,0.789786602043,0.840246053348,0.86,0.8,0.787951843463,0.793147133651,0.783886357497
AchalWalia,863052967317913600,1,0,0,1,1,0,0,Fri May 12 15:27:16 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Achalasingh4,863686067458887680,1,0,0,1,7,0,20,Sun May 14 09:22:59 2017,0.142857142857,0.56,0.51,0.63,0.73,0.52,0.800052696526,0.4,0.53
AchintDua,863393922466316289,1,0,0,1,4,0,0,Sat May 13 14:02:07 2017,0.25,0.46,0.595686212958,0.840246053348,0.23,0.361346662576,0.71,0.793147133651,0.42
AchintNarain,3301591356,1,0,0,1,68,109,155,Thu Jul 30 15:19:01 2015,0.0147058823529,0.43,0.32,0.53,0.47,0.76,0.48,0.53,0.27
AchintSatsangi1,863614639677947905,1,0,0,1,1,0,0,Sun May 14 04:39:10 2017,1.0,0.96,0.789786602043,0.840246053348,0.83,0.48,0.787951843463,0.793147133651,0.783886357497
Achintgarg1,340183155,3,1,0,4,107,19,76,Fri Jul 22 08:22:16 2011,0.0373831775701,0.29,0.29,0.18,0.47,0.59,0.63,0.35,0.11
Achintsatsangi,139051732,0,1,0,1,541,92,176,Sat May 01 11:53:43 2010,0.00184842883549,0.2,0.16,0.17,0.28,0.27,0.21,0.22,0.03
AdanbaghB,864691446393126914,0,1,0,1,5,2,0,Wed May 17 03:58:00 2017,0.2,0.72,0.59,0.749305555556,0.74,0.72,0.906157888657,0.88,0.715331306991
Adarsh45399722,862327980969906180,1,0,0,1,4,0,0,Wed May 10 15:26:26 2017,0.25,0.67,0.64,1.0,0.73,0.83,0.957814050873,0.88,0.577617021277
AdarshK15007302,863746041048444929,1,0,0,1,1,30,74,Sun May 14 13:21:18 2017,1.0,0.56,0.789786602043,0.840246053348,0.75,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AdarshS03915152,863611323212382209,0,1,0,1,68,2,110,Sun May 14 04:25:59 2017,0.0147058823529,0.58,0.6,0.63,0.59,0.66,0.73,0.54,0.6
Adbhuti,2162897384,1,0,0,1,4031,1069,1718,Tue Oct 29 13:49:26 2013,0.000248077400149,0.38,0.45,0.26,0.39,0.34,0.28,0.26,0.38
Adbhuti1,863709423666999297,1,0,0,1,1,2,0,Sun May 14 10:55:48 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Adesh1008,863795339635171329,1,0,0,1,1,0,17,Sun May 14 16:37:12 2017,1.0,0.87,0.983532829531,0.802706715068,0.91,0.53,0.787951843463,0.793147133651,0.783886357497
AdeshKumari1,863398992637444096,1,0,0,1,1,1,2,Sat May 13 14:22:15 2017,1.0,0.96,0.789786602043,0.840246053348,0.97,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AdeshRoshan,863614523915329537,1,0,0,1,1,0,0,Sun May 14 04:38:42 2017,1.0,0.8,0.789786602043,0.840246053348,0.82,0.91,0.787951843463,0.793147133651,0.783886357497
AdharSant,863442550316814337,0,1,0,1,19,7,34,Sat May 13 17:15:20 2017,0.0526315789474,0.49,0.53,0.82,0.43,0.58,0.7,0.725,0.49
AditiGarg1234,863735868313358336,1,1,0,2,2,1,1,Sun May 14 12:40:53 2017,1.0,0.69,0.492361541108,0.797621863222,0.56,0.361346662576,0.787951843463,0.452857142857,0.58
AditiGu93690165,863706584278499329,0,1,0,1,2,0,1,Sun May 14 10:44:31 2017,0.5,0.655,0.7,0.776301438646,0.74,0.64,0.947044232111,0.88,0.715733613205
AdityaChaganti8,863679495823278080,0,1,0,1,18,5,67,Sun May 14 08:56:53 2017,0.0555555555556,0.69,0.56,0.78,0.79,0.57,0.876494225297,0.87,0.58
AdityaS46035897,864010233315704832,1,0,0,1,1,1,0,Mon May 15 06:51:06 2017,1.0,0.97,0.789786602043,0.840246053348,0.78,0.95,0.787951843463,0.793147133651,0.783886357497
AdityaTalwar8,863615655815372804,1,0,0,1,1,0,20,Sun May 14 04:43:12 2017,1.0,0.72,0.789786602043,0.840246053348,0.74,0.78,0.787951843463,0.793147133651,0.783886357497
AdityachauhanR,726240847818293248,0,1,0,1,539,31,50,Sat Apr 30 02:44:45 2016,0.00185528756957,0.3,0.23,0.26,0.43,0.31,0.54,0.45,0.26
AdvayArora,863556848569335808,0,2,0,2,22,1,2,Sun May 14 00:49:31 2017,0.0909090909091,0.7,0.61,0.89,0.82,0.78,0.891122433377,0.88,0.6
AdvayGugliani,863634406258262016,1,0,0,1,1,0,2,Sun May 14 05:57:42 2017,1.0,0.67,0.983532829531,0.802706715068,0.83,0.75,0.787951843463,0.793147133651,0.783886357497
Agam21474514,863529460456460288,0,39,0,39,92,2,22,Sat May 13 23:00:41 2017,0.423913043478,0.53,0.45,0.31,0.75,0.61,0.84,0.51,0.51
AgamAgammehra,863598665507545088,1,0,0,1,1,2,0,Sun May 14 03:35:41 2017,1.0,0.96,0.789786602043,0.840246053348,0.97,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AgamChaitanya,863596642427076608,1,1,0,2,2,5,56,Sun May 14 03:27:39 2017,1.0,0.67,0.647222222222,0.797621863222,0.89,0.593440514469,0.787951843463,0.7,0.57
AgamGarg7,863734245025599488,1,0,0,1,1,1,80,Sun May 14 12:34:26 2017,1.0,0.48,0.45,0.405,0.74,0.59,0.81,0.8,0.56
AgamKSrivastav1,862649174696706050,1,0,0,1,0,0,0,Thu May 11 12:42:45 2017,inf,0.91,0.789786602043,0.840246053348,0.9,0.65,0.787951843463,0.793147133651,0.783886357497
AgamKap,863602871903940608,1,0,0,1,1,6,7,Sun May 14 03:52:24 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AgamKum69505197,863356301895753730,2,0,0,2,3,0,1,Sat May 13 11:32:37 2017,0.666666666667,0.57,0.61,0.840246053348,0.245,0.361346662576,0.96,0.793147133651,0.49
AgamKushwaha4,863592750318370816,1,0,0,1,1,4,0,Sun May 14 03:12:11 2017,1.0,0.97,0.789786602043,0.840246053348,0.87,0.361346662576,0.787951843463,0.793147133651,0.783886357497
AgamPoonam,863259455110209536,0,2,0,2,5,1,27,Sat May 13 05:07:47 2017,0.4,0.64,0.71,0.98,0.83,0.67,0.855866101809,0.75,0.76
AgamPrakash10,863595938488692736,0,1,0,1,2,4,42,Sun May 14 03:24:51 2017,0.5,0.78,0.63,0.776301438646,0.74,0.64,0.947044232111,0.88,0.66
AgamSaran10,863760432452034560,0,1,0,1,17,4,101,Sun May 14 14:18:29 2017,0.0588235294118,0.74,0.56,0.89,0.81,0.6,0.875521268103,0.87,0.767931034483
