handle,ID String,Tweet,Retweet,Reply,Total,#tweets,#followers,#friends,Joining Date,n-cubit related %age,Score-English,Score-Universal,Score-Network,Score-Content,Score-Sentiment,Score-Temporal,Score-Friend,Score-User
ChGPrasad1,862488726970257409,1,0,0,1,1,0,0,Thu May 11 02:05:11 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ChGuruPrasad1,862477195163430915,1,0,0,1,1,4,0,Thu May 11 01:19:22 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ChJahnavi2,862351061704613888,1,0,0,1,1,0,1,Wed May 10 16:58:09 2017,1.0,0.99,0.789786602043,0.840246053348,0.98,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ChPhanisri2,863556068747685888,1,0,0,1,2,3,81,Sun May 14 00:46:25 2017,0.5,0.9,0.62,0.797621863222,0.83,0.84,0.787951843463,0.88,0.57
ChSrini09290968,863569970353123328,1,0,0,1,1,0,1,Sun May 14 01:41:40 2017,1.0,0.84,0.789786602043,0.840246053348,0.8,0.89,0.787951843463,0.793147133651,0.783886357497
ChSuri2,863657413831827456,1,0,0,1,1,0,0,Sun May 14 07:29:08 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ChadhaSuksham,862879889224900611,1,0,0,1,1,1,1,Fri May 12 03:59:31 2017,1.0,0.8,0.789786602043,0.840246053348,0.23,0.76,0.787951843463,0.793147133651,0.783886357497
ChaitanyaRoy6,863232190846427136,1,0,0,1,1,0,1,Sat May 13 03:19:27 2017,1.0,0.88,0.789786602043,0.840246053348,0.98,0.67,0.787951843463,0.793147133651,0.783886357497
ChaitanyaSwar10,864092984081600516,0,0,1,1,2,0,1,Mon May 15 12:19:56 2017,0.5,0.7,0.53,0.567768315018,0.79,0.74,0.787951843463,0.77,0.527617021277
ChamartyBharga1,863559217843720192,2,0,0,2,2,0,20,Sun May 14 00:58:56 2017,1.0,0.8,0.31,0.840246053348,0.93,0.59,0.3,0.793147133651,0.22
ChamartyR,861911089461645313,1,0,0,1,4,2,2,Tue May 09 11:49:52 2017,0.25,0.58,0.4,0.803186734523,0.87,0.84,0.96,0.793147133651,0.657327586207
ChampaKhattar,863055037911543808,1,0,0,1,1,0,21,Fri May 12 15:35:30 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Chancha75312125,862347683721166848,1,0,0,1,1,0,1,Wed May 10 16:44:44 2017,1.0,0.865833333333,0.789786602043,0.840246053348,0.933333333333,0.84,0.787951843463,0.793147133651,0.783886357497
Chancha96801698,863627962712825857,0,1,0,1,3,0,1,Sun May 14 05:32:06 2017,0.333333333333,0.64,0.67,1.0,0.86,0.83,0.941085863623,0.88,0.695733613205
Chand82593720,863349870060388352,1,0,0,1,18,2,48,Sat May 13 11:07:04 2017,0.0555555555556,0.64,0.56,0.81,0.58,0.6,0.841122373355,0.87,0.6
ChandChopra4,861912413679038474,1,0,0,1,12,0,1,Tue May 09 11:55:07 2017,0.0833333333333,0.65,0.62,0.98,0.74,0.55,0.821315021933,0.87,0.52
ChandJadoun,862640494823616512,1,0,0,1,0,0,0,Thu May 11 12:08:15 2017,inf,0.76,0.76,0.797621863222,0.83,0.74,0.787951843463,0.88,0.872008702959
Chandan4003,863321836855017472,1,7,0,8,9,9,3,Sat May 13 09:15:40 2017,0.888888888889,0.63,0.6,0.705833333333,0.66,0.62,0.793078305273,0.63,0.55
Chandan50249419,863615286225719296,1,0,0,1,1,0,0,Sun May 14 04:41:44 2017,1.0,0.88,0.789786602043,0.840246053348,0.94,0.64,0.787951843463,0.793147133651,0.783886357497
ChandanNagavolu,862849395590447104,1,0,0,1,6,5,2,Fri May 12 01:58:21 2017,0.166666666667,0.62,0.67,0.54,0.71,0.82,0.59,0.56,0.55
Chandani94,1567474615,1,0,0,1,289,196,234,Thu Jul 04 05:57:46 2013,0.00346020761246,0.24,0.27,0.21,0.18,0.26,0.34,0.06,0.18
ChandaniAggarwa,863379491762163712,1,0,0,1,8,1,3,Sat May 13 13:04:46 2017,0.125,0.6,0.58,0.91,0.64,0.59,0.57,0.73,0.49
Chander10750378,863614365127254016,1,0,0,1,1,1,20,Sun May 14 04:38:04 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Chander59462445,863618110338867204,1,0,0,1,1,0,1,Sun May 14 04:52:57 2017,1.0,0.65,0.787833735569,0.803186734523,0.17,0.79,0.787951843463,0.793147133651,0.783886357497
Chander95275647,863365041063469056,1,0,0,1,1,49,95,Sat May 13 12:07:21 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Chandni28102605,863377488558338048,0,0,1,1,2,0,1,Sat May 13 12:56:48 2017,0.5,0.74,0.61,0.566115079365,0.79,0.423440514469,0.787951843463,0.77,0.597617021277
Chandra02303446,863447538703056896,0,1,0,1,7,5,3,Sat May 13 17:35:10 2017,0.142857142857,0.66,0.62,0.755,0.83,0.65,0.922438720119,0.888333333333,0.63
Chandra13031631,863610435173584896,0,2,0,2,10,0,73,Sun May 14 04:22:27 2017,0.2,0.64,0.64,0.94,0.84,0.74,0.858501676118,0.627887906714,0.61
Chandra19117835,863612279748612097,0,1,0,1,18,0,21,Sun May 14 04:29:47 2017,0.0555555555556,0.76,0.59,0.78,0.79,0.57,0.871471798879,0.87,0.691547409429
Chandra19634,863416821268926464,0,1,0,1,1,0,49,Sat May 13 15:33:06 2017,1.0,0.788571428571,0.758687165775,0.797621863222,0.67,0.361346662576,0.787951843463,0.88,0.783886357497
Chandra25744625,862906965214810113,1,0,0,1,3,22,40,Fri May 12 05:47:07 2017,0.333333333333,0.56,0.82,0.803186734523,0.515,0.361346662576,0.87,0.528015984955,0.7
Chandra41662133,863620734085586944,1,0,0,1,1,0,1,Sun May 14 05:03:23 2017,1.0,0.96,0.789786602043,0.840246053348,0.97,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Chandra43997187,863622140980895745,1,0,0,1,2,1,31,Sun May 14 05:08:58 2017,0.5,0.74,0.65,0.840246053348,0.865,0.8,0.41,0.793147133651,0.63
Chandra53685430,863602907635109888,1,0,0,1,1,0,1,Sun May 14 03:52:32 2017,1.0,0.96,0.789786602043,0.840246053348,0.97,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Chandra60970270,863543274107097088,1,1,0,2,2,1,21,Sat May 13 23:55:35 2017,1.0,0.71,0.57,0.797621863222,0.79,0.8,0.787951843463,0.73,0.61
Chandra67263548,863615782206324736,0,0,1,1,1,0,1,Sun May 14 04:43:42 2017,1.0,0.93,0.833521895116,0.765439788732,0.87,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Chandra73442676,863593798617755649,1,0,0,1,1,1,0,Sun May 14 03:16:21 2017,1.0,0.9,0.789786602043,0.840246053348,0.87,0.91,0.787951843463,0.793147133651,0.783886357497
Chandra73955980,863554603916214273,1,0,0,1,1,37,93,Sun May 14 00:40:36 2017,1.0,0.88,0.789786602043,0.840246053348,0.82,0.91,0.787951843463,0.793147133651,0.783886357497
Chandra94990257,863288484445945856,1,0,0,1,2,4,1,Sat May 13 07:03:08 2017,0.5,0.435,0.205139318885,0.803186734523,0.439,0.361346662576,0.36,0.793147133651,0.41
ChandraBhanGGN,863565475829080066,0,1,0,1,3,20,34,Sun May 14 01:23:48 2017,0.333333333333,0.49,0.45,0.46,0.67,0.68,0.59,0.55,0.39
ChandraDalip,863436631063183360,1,1,0,2,2,2,4,Sat May 13 16:51:49 2017,1.0,0.67,0.56,0.6,0.63,0.73,0.89,0.61,0.56
ChandraKalaTiw8,863615529319186432,1,0,0,1,1,0,1,Sun May 14 04:42:42 2017,1.0,0.96,0.789786602043,0.840246053348,0.83,0.48,0.787951843463,0.793147133651,0.783886357497
ChandraPunam,863601889195065344,1,1,0,2,2,1,1,Sun May 14 03:48:30 2017,1.0,0.69,0.558823529412,0.797621863222,0.83,0.361346662576,0.787951843463,0.88,0.59
ChandraSatsangi,863036753921179648,1,0,0,1,4,0,1,Fri May 12 14:22:51 2017,0.25,0.5,0.547840909091,0.840246053348,0.23,0.361346662576,0.73,0.793147133651,0.62
Chandrabatidevi,863622801403654144,1,33,0,34,51,11,7,Sun May 14 05:11:35 2017,0.666666666667,0.56,0.47,0.28,0.57,0.63,0.63,0.5,0.55
ChandrakalaDev,863438088088895488,1,1,0,2,4,5,75,Sat May 13 16:57:36 2017,0.5,0.66,0.65,0.824,0.74,0.81,0.890181475366,0.88,0.65
ChandraprabhaP6,863723424086085632,0,1,0,1,1,0,1,Sun May 14 11:51:26 2017,1.0,0.828571428571,0.852171965977,0.797621863222,0.695,0.361346662576,0.787951843463,0.731666666667,0.783886357497
Chandrasekahara,862679409467297793,1,0,0,1,1,0,1,Thu May 11 14:42:53 2017,1.0,0.95,0.789786602043,0.840246053348,0.78,0.82,0.787951843463,0.793147133651,0.783886357497
ChandravathiG,863568059331747840,1,0,0,1,1,0,0,Sun May 14 01:34:04 2017,1.0,0.96,0.789786602043,0.840246053348,0.83,0.48,0.787951843463,0.793147133651,0.783886357497
Chandravati16,863606600145051648,1,0,0,1,1,0,21,Sun May 14 04:07:13 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Chani38348625,864100114473697280,0,1,0,1,2,0,1,Mon May 15 12:48:16 2017,0.5,0.675,0.66,0.776301438646,0.74,0.64,0.81173646592,0.88,0.747617021277
Charan67562135,864157991733346304,0,1,0,1,4,2,1,Mon May 15 16:38:15 2017,0.25,0.67,0.62,0.749305555556,0.88,0.82,0.935807306421,0.88,0.76
CharanD28882771,863617621429673984,1,0,0,1,1,1,0,Sun May 14 04:51:01 2017,1.0,0.96,0.789786602043,0.840246053348,0.97,0.361346662576,0.787951843463,0.793147133651,0.783886357497
CharanDasBhati1,863589299018584064,1,0,0,1,1,0,1,Sun May 14 02:58:28 2017,1.0,0.97,0.789786602043,0.840246053348,0.79,0.34,0.787951843463,0.793147133651,0.783886357497
CharanDasi1,863616152878039040,1,0,0,1,1,0,0,Sun May 14 04:45:10 2017,1.0,0.96,0.789786602043,0.840246053348,0.83,0.48,0.787951843463,0.793147133651,0.783886357497
CharanPyari,863706556847726592,0,1,0,1,5,0,1,Sun May 14 10:44:24 2017,0.2,0.63,0.67,0.996666666667,0.85,0.66,0.885708052255,0.88,0.71
CharanRathore2,863229998408355840,0,1,0,1,1,3,33,Sat May 13 03:10:44 2017,1.0,0.788571428571,0.758687165775,0.797621863222,0.67,0.361346662576,0.787951843463,0.88,0.783886357497
CharanSevak,4649420978,1,0,0,1,13,24,139,Fri Dec 25 13:28:21 2015,0.0769230769231,0.66,0.49,0.55,0.69,0.81,0.3,0.51,0.46
Charandass1983,863026293666959360,1,0,0,1,3,37,93,Fri May 12 13:41:17 2017,0.333333333333,0.62,0.73,0.774359792136,0.79,0.67,0.79,0.48,0.67
Charankumari07,863670107846844416,0,1,0,1,18,2,1,Sun May 14 08:19:34 2017,0.0555555555556,0.66,0.55,0.78,0.79,0.57,0.801602488044,0.87,0.61
ChaundharyS,861927384274149377,1,0,0,1,2,22,79,Tue May 09 12:54:37 2017,0.5,0.81,0.64,0.797621863222,0.84,0.7,0.787951843463,0.88,0.66
ChawlaVironika,862382351896195072,1,2,0,3,0,0,0,Wed May 10 19:02:29 2017,inf,0.68,0.77,0.961054752865,0.71,0.9,0.894640624109,0.57,0.61
CheekatlaK,863774890012311552,1,1,0,2,2,0,0,Sun May 14 15:15:56 2017,1.0,0.62,0.52,0.775604697263,0.9,0.361346662576,0.787951843463,0.357956054231,0.477617021277
Chetan23132,863726170860158976,1,0,0,1,1,1,0,Sun May 14 12:02:21 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Chetan2913,863657786021785600,1,0,0,1,1,0,0,Sun May 14 07:30:36 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Chetan50684949,863723868749418496,1,0,0,1,1,25,90,Sun May 14 11:53:12 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ChetanKarekar5,865158315956948993,0,3,0,3,31,13,15,Thu May 18 10:53:11 2017,0.0967741935484,0.81,0.5,0.69,0.75,0.77,0.76,0.6,0.83
ChetanS46149429,862983295952441344,1,0,0,1,1,12,87,Fri May 12 10:50:26 2017,1.0,0.82,0.94,0.840246053348,0.795,0.92,0.99,0.793147133651,0.91
ChetanaSrivast1,863613657841717248,0,0,1,1,1,5,4,Sun May 14 04:35:16 2017,1.0,0.96,0.828013873725,0.92446458916,0.85,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Chetank71377839,863730689165971458,0,1,0,1,3,0,1,Sun May 14 12:20:18 2017,0.333333333333,0.65,0.67,1.0,0.86,0.83,0.865924845881,0.88,0.695733613205
Chetanm84,863545644220272640,1,0,0,1,1,1,1,Sun May 14 00:05:00 2017,1.0,0.99,0.789786602043,0.840246053348,0.98,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Chetantrivdi96,863686060160688128,1,1,0,2,3,4,94,Sun May 14 09:22:58 2017,0.666666666667,0.66,0.59,0.880790820499,0.74,0.76,0.96,0.546666666667,0.67
Chetna8508,863655659622940672,1,0,0,1,4,0,0,Sun May 14 07:22:09 2017,0.25,0.56,0.58,0.59,0.66,0.84,0.6,0.69,0.41
ChetnyaaSharma,863415799574401024,0,1,0,1,17,1,3,Sat May 13 15:29:02 2017,0.0588235294118,0.73,0.54,0.85,0.8,0.6,0.792877735023,0.71,0.811271193087
Chhabigupta4,868074888233443328,0,1,0,1,24,7,28,Fri May 26 12:02:36 2017,0.0416666666667,0.65,0.53,0.76,0.72,0.76,0.86,0.54,0.55
ChhabraSwami,862289646411173889,1,0,0,1,1,0,0,Wed May 10 12:54:07 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ChhaviG09469267,863434761200558080,2,0,0,2,4,4,4,Sat May 13 16:44:23 2017,0.5,0.51,0.49,0.885904007926,0.8,0.69,0.77,0.793147133651,0.53
Chhavibhatia17,863549396712996864,1,0,0,1,1,0,0,Sun May 14 00:19:54 2017,1.0,0.8,0.789786602043,0.840246053348,0.83,0.8,0.787951843463,0.793147133651,0.783886357497
ChhaviramV,863631785984446464,1,3,0,4,5,0,30,Sun May 14 05:47:18 2017,0.8,0.61,0.63,0.716,0.75,0.71,0.936154759711,0.59,0.52
ChhayaSatsangi,863074158938169344,0,1,0,1,8,11,28,Fri May 12 16:51:29 2017,0.125,0.59,0.59,0.996111111111,0.84,0.7,0.67,0.567887906714,0.6
Chidana00301510,861949783782694912,1,0,0,1,1,4,0,Tue May 09 14:23:37 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ChinaswamyRao,862989100256706560,1,0,0,1,4,1,20,Fri May 12 11:13:29 2017,0.25,0.67,0.6,1.0,0.72,0.81,0.906353223767,0.88,0.53
ChintakulaS,863576901348151296,1,0,0,1,1,0,0,Sun May 14 02:09:12 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Chirag14655468,863659705226338304,1,0,0,1,1,1,0,Sun May 14 07:38:14 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Chirag85780331,863659013249970176,1,0,0,1,1,0,0,Sun May 14 07:35:29 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ChiragB07650702,863420368526204928,1,0,0,1,2,2,1,Sat May 13 15:47:12 2017,0.5,0.55,0.5,0.840246053348,0.245,0.361346662576,0.72,0.793147133651,0.3
ChiragSuri8,863227514675539968,1,0,0,1,1,1,0,Sat May 13 03:00:52 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Chiranj72141747,862683666945720320,2,0,0,2,2,2,22,Thu May 11 14:59:48 2017,1.0,0.67,0.52,0.840246053348,0.67,0.361346662576,0.77,0.793147133651,0.35
ChitraShrivast5,863556808924962816,1,0,0,1,2,4,99,Sun May 14 00:49:22 2017,0.5,0.84,0.76,0.966333333333,0.83,0.423440514469,0.787951843463,0.88,0.797931034483
Chitrabpl,863424137129099265,0,3,0,3,186,11,2,Sat May 13 16:02:10 2017,0.0161290322581,0.7,0.53,0.54,0.73,0.73,0.66,0.51,0.6
ChitturiMounika,863700444782239745,1,0,0,1,1,1,1,Sun May 14 10:20:07 2017,1.0,0.88,0.983532829531,0.802706715068,0.91,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Chmnlal,863325868613087233,0,1,0,1,20,32,53,Sat May 13 09:31:41 2017,0.05,0.63,0.65,0.86,0.64,0.68,0.7,0.743333333333,0.44
ChodeAmmaji,863558284086845441,1,0,0,1,1,0,1,Sun May 14 00:55:13 2017,1.0,0.85,0.789786602043,0.840246053348,0.68,0.84,0.787951843463,0.793147133651,0.783886357497
ChopdaVandna,862279277789593600,1,0,0,1,1,0,0,Wed May 10 12:12:55 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
ChopraRavikanta,863016278033711104,1,0,0,1,6,3,20,Fri May 12 13:01:29 2017,0.166666666667,0.55,0.6,0.797621863222,0.72,0.69,0.97,0.86,0.58
Cjyoti1968,863053211153833985,1,0,0,1,1,1,0,Fri May 12 15:28:15 2017,1.0,0.5,0.46,0.874865292947,0.440833333333,0.361346662576,1.0,0.49591705545,0.5
Clsingh15,863552982700494848,0,1,0,1,2,24,37,Sun May 14 00:34:09 2017,0.5,0.57,0.62,0.776301438646,0.74,0.64,0.922864571094,0.88,0.58
CohHari,863836534373572608,1,0,0,1,1,0,0,Sun May 14 19:20:53 2017,1.0,0.83,0.789786602043,0.840246053348,0.73,0.7,0.787951843463,0.793147133651,0.783886357497
ConsciousToBe,864630897055805440,3,0,0,3,3,0,0,Tue May 16 23:57:24 2017,1.0,0.59,0.625686212958,0.840246053348,0.95,0.77,0.925593108811,0.793147133651,0.35
ConsultantRakes,2378689472,1,12,0,13,191,165,241,Sat Mar 08 12:58:58 2014,0.0680628272251,0.5,0.51,0.34,0.42,0.4,0.49,0.52,0.58
Cpsrivastava17,864069175962091520,0,1,0,1,1,1,1,Mon May 15 10:45:19 2017,1.0,0.788571428571,0.758687165775,0.797621863222,0.67,0.361346662576,0.787951843463,0.88,0.783886357497
CreativeUtsav,863628815519457280,1,1,0,2,5,14,14,Sun May 14 05:35:29 2017,0.4,0.6,0.5,0.616,0.72,0.85,0.82,0.44,0.65
DAYALPRASAD4,863552094845796353,1,0,0,1,1,0,0,Sun May 14 00:30:38 2017,1.0,0.96,0.789786602043,0.840246053348,0.97,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DAYALSARAN13,863552094845796353,1,0,0,1,1,1,22,Sun May 14 04:59:45 2017,1.0,0.96,0.789786602043,0.840246053348,0.97,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DAbhilasha6,862324320193970186,0,1,0,1,1,4,21,Wed May 10 15:11:53 2017,1.0,0.678,0.833519447615,0.797621863222,0.58,0.593440514469,0.787951843463,0.7,0.783886357497
DCDB14,863400603690586112,1,0,0,1,1,1,0,Sat May 13 14:28:39 2017,1.0,0.55,0.789786602043,0.840246053348,0.64,0.72,0.787951843463,0.793147133651,0.783886357497
DCharandasi,863206129379061760,1,0,0,1,1,1,1,Sat May 13 01:35:53 2017,1.0,0.94,0.789786602043,0.840246053348,0.97,0.86,0.787951843463,0.793147133651,0.783886357497
DEIQntmNanoCntr,839408573251641344,1,0,0,1,18,11449,1,Wed Mar 08 09:32:54 2017,0.0555555555556,0.68,0.69,0.53,0.56,0.5,0.54,0.54,0.68
DGKMurthy1,863032998291279877,1,0,0,1,2,0,0,Fri May 12 14:07:55 2017,0.5,0.88,0.668823529412,0.797621863222,0.85,0.78,0.787951843463,0.88,0.62537486881
DGaneshwar,862691972183707653,1,1,0,2,2,24,0,Thu May 11 15:32:49 2017,1.0,0.63,0.53,0.775604697263,0.9,0.361346662576,0.787951843463,0.44,0.42
DHANATPT,863737840118763521,0,2,0,2,2,6,3,Sun May 14 12:48:43 2017,1.0,0.67,0.74,0.961054752865,0.72,0.79,0.947044232111,0.87,0.65
DHIRU91289,863590118002765824,0,1,0,1,11,11,44,Sun May 14 03:01:43 2017,0.0909090909091,0.68,0.47,0.58,0.79,0.56,0.811727289024,0.64,0.59
DINESHK39798849,861601365684101120,0,1,0,1,18,4,64,Mon May 08 15:19:08 2017,0.0555555555556,0.62,0.59,0.88,0.75,0.61,0.85,0.86,0.64
DIPAK2974,863311026195976192,1,0,0,1,3,1,5,Sat May 13 08:32:43 2017,0.333333333333,0.56,0.57,0.880790820499,0.8,0.73,0.94,0.617,0.63
DKS_Devinder,863347071952314368,2,0,0,2,3,0,2,Sat May 13 10:55:57 2017,0.666666666667,0.68,0.7,0.840246053348,0.79,0.79,0.92,0.793147133651,0.72
DKSharm06161444,863556907830616064,1,0,0,1,1,41,71,Sun May 14 00:49:45 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DKrishn57998332,863025529154293761,1,0,0,1,1,1,20,Fri May 12 13:38:15 2017,1.0,0.99,0.789786602043,0.840246053348,0.98,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DLNRao1,863575949543165952,1,0,0,1,1,0,0,Sun May 14 02:05:25 2017,1.0,0.96,0.789786602043,0.840246053348,0.83,0.48,0.787951843463,0.793147133651,0.783886357497
DLakshmanRao2,863566952345808898,1,0,0,1,2,1,0,Sun May 14 01:29:40 2017,0.5,0.88,0.578823529412,0.797621863222,0.85,0.78,0.787951843463,0.88,0.507617021277
DLakshmi12,863897630270554112,0,2,0,2,23,1,5,Sun May 14 23:23:40 2017,0.0869565217391,0.79,0.59,0.91,0.67,0.62,0.58,0.56,0.61
DLakshmi2017,863272572128870400,1,0,0,1,1,0,0,Sat May 13 05:59:54 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DMANASPRAKASH87,863940284077416448,1,0,0,1,2,10,105,Mon May 15 02:13:09 2017,0.5,0.78,0.73,0.797621863222,0.95,0.73,0.787951843463,0.617,0.71
DMadhusudhan4,863596176045748224,1,0,0,1,1,0,0,Sun May 14 03:25:48 2017,1.0,0.96,0.789786602043,0.840246053348,0.83,0.48,0.787951843463,0.793147133651,0.783886357497
DNToshniwal1,864121894349316096,0,1,0,1,2,0,1,Mon May 15 14:14:49 2017,0.5,0.69,0.65,0.776301438646,0.78,0.84,0.947044232111,0.88,0.707617021277
DPSutharCDMX,740300297394749445,3,2,0,5,663,91,122,Tue Jun 07 21:52:00 2016,0.00754147812971,0.38,0.29,0.31,0.58,0.82,0.1,0.42,0.17
DPremDas6,862325668943720449,0,1,0,1,1,3,20,Wed May 10 15:17:15 2017,1.0,0.678,0.833519447615,0.797621863222,0.58,0.593440514469,0.787951843463,0.7,0.783886357497
DPremKumari1,863553933196840960,1,0,0,1,1,1,0,Sun May 14 00:37:56 2017,1.0,0.99,0.789786602043,0.840246053348,0.57,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DRSUSHMAGUPTA2,861909432963403776,1,0,0,1,5,36,69,Tue May 09 11:43:17 2017,0.2,0.74,0.7,0.585,0.72,0.76,0.65,0.57,0.59
DRadhaprasad,863594219306405888,1,0,0,1,1,0,0,Sun May 14 03:18:01 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DRadhasaran,863562692140834816,1,0,0,1,1,0,0,Sun May 14 01:12:44 2017,1.0,0.99,0.789786602043,0.840246053348,0.99,0.9,0.787951843463,0.793147133651,0.783886357497
DRajaShekar13,863562692140834816,1,0,0,1,1,2,0,Sun May 14 02:24:55 2017,1.0,0.99,0.789786602043,0.840246053348,0.99,0.9,0.787951843463,0.793147133651,0.783886357497
DRanjne,863782337909317632,2,0,0,2,2,25,79,Sun May 14 15:45:32 2017,1.0,0.63,0.87,0.840246053348,0.6,0.361346662576,0.993714272013,0.793147133651,0.67
DRiteshBhushan,100427284,1,0,0,1,492,65,178,Wed Dec 30 06:36:36 2009,0.0020325203252,0.32,0.23,0.06,0.42,0.47,0.49,0.25,0.07
DSChaudhary7,861926617362333697,1,0,0,1,2,22,81,Tue May 09 12:51:34 2017,0.5,0.75,0.64,0.797621863222,0.85,0.423440514469,0.787951843463,0.88,0.66
DSChopra1,863728162764595200,1,0,0,1,1,34,85,Sun May 14 12:10:16 2017,1.0,0.8,0.983532829531,0.802706715068,0.9,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DSRao60603111,863739108920745985,1,1,0,2,3,1,22,Sun May 14 12:53:45 2017,0.666666666667,0.73,0.62,0.776301438646,0.77,0.8,0.774184947478,0.88,0.55
DSSMPrasad2,863559835987484673,0,1,0,1,1,0,1,Sun May 14 01:01:23 2017,1.0,0.788571428571,0.758687165775,0.797621863222,0.67,0.361346662576,0.787951843463,0.88,0.783886357497
DSTiwary1,861921295377805312,1,0,0,1,2,0,21,Tue May 09 12:30:25 2017,0.5,0.82,0.59,0.797621863222,0.84,0.423440514469,0.787951843463,0.88,0.45
DSeshagirirao1,863214845021257728,1,0,0,1,1,0,1,Sat May 13 02:10:31 2017,1.0,0.91,0.789786602043,0.840246053348,0.91,0.64,0.787951843463,0.793147133651,0.783886357497
DSivaPrasad1956,863715798463860736,1,0,0,1,1,3,1,Sun May 14 11:21:08 2017,1.0,0.88,0.973532829531,0.779441806516,0.87,0.95,0.787951843463,0.793147133651,0.783886357497
DSudha10,863551102477905921,1,0,0,1,1,0,1,Sun May 14 00:26:41 2017,1.0,0.89,0.789786602043,0.840246053348,0.83,0.67,0.787951843463,0.793147133651,0.783886357497
DSudha13,863552664294109188,1,0,0,1,2,1,1,Sun May 14 00:32:54 2017,0.5,0.73,0.618823529412,0.797621863222,0.72,0.78,0.787951843463,0.88,0.71537486881
DSujatha7,863577103429771264,1,0,0,1,1,0,0,Sun May 14 02:10:00 2017,1.0,0.96,0.789786602043,0.840246053348,0.83,0.48,0.787951843463,0.793147133651,0.783886357497
DUday19357082,862314689589641217,1,0,0,1,2,1,0,Wed May 10 14:33:37 2017,0.5,0.65,0.628823529412,0.797621863222,0.75,0.79,0.787951843463,0.88,0.527617021277
DVKrishnaRao5,862318303678738433,1,0,0,1,2,0,0,Wed May 10 14:47:59 2017,0.5,0.61,0.563323575596,0.840246053348,0.67,0.361346662576,0.93,0.793147133651,0.39
DVKrishnaRao6,862498861671104513,1,0,0,1,1,0,1,Thu May 11 02:45:27 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DVSNRAJU3,863561837148753922,1,0,0,1,1,2,20,Sun May 14 01:09:20 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DVijayaLakshmi7,863716594677157888,1,0,0,1,1,0,0,Sun May 14 11:24:18 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
